kit_group,kit_name,rating,rating_unit,poles,line_no,part_number,line_category,quantity,is_main_device,source_file,flags
ACCESORISES,SPD TYPE 2-KIT,,,,2,RT18-63/RO16,SPD,1,no,kits-export-2026-08-20 (3).xlsx,
APFC BANK,12.5KVAR APFC-BREAKER KIT,12.5,KVAR,,1,ZJE125TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,12.5KVAR APFC-BREAKER KIT,12.5,KVAR,,2,CSTC1D16K11U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,12.5KVAR APFC-BREAKER KIT,12.5,KVAR,,3,5SY73328CC,MCB-C&S,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,12.5KVAR APFC-BREAKER KIT,12.5,KVAR,,4,16SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,12.5KVAR APFC-FUSE KIT,12.5,KVAR,,1,ZJE125TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,12.5KVAR APFC-FUSE KIT,12.5,KVAR,,2,CSTC1D16K11U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,12.5KVAR APFC-FUSE KIT,12.5,KVAR,,3,NH00-32A,APFC,3,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,12.5KVAR APFC-FUSE KIT,12.5,KVAR,,4,DNTRS-160/3,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,12.5KVAR APFC-FUSE KIT,12.5,KVAR,,5,DN01479,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,12.5KVAR APFC-FUSE KIT,12.5,KVAR,,6,16SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,2.5KVAR APFC-BREAKER KIT,2.5,KVAR,,1,ZJE025TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,2.5KVAR APFC-BREAKER KIT,2.5,KVAR,,2,CSTC1D05K10U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,2.5KVAR APFC-BREAKER KIT,2.5,KVAR,,3,5SY7310-8CC,MCB-C&S,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,2.5KVAR APFC-BREAKER KIT,2.5,KVAR,,4,16SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,2.5KVAR APFC-FUSE KIT,2.5,KVAR,,1,ZJE025TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,2.5KVAR APFC-FUSE KIT,2.5,KVAR,,2,CSTC1D05K10U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,2.5KVAR APFC-FUSE KIT,2.5,KVAR,,3,NH00-16A,APFC,3,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,2.5KVAR APFC-FUSE KIT,2.5,KVAR,,4,DNTRS-160/3,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,2.5KVAR APFC-FUSE KIT,2.5,KVAR,,5,DN01479,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,2.5KVAR APFC-FUSE KIT,2.5,KVAR,,6,16SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,25KVAR APFC-BREAKER KIT,25,KVAR,,1,ZJE250TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,25KVAR APFC-BREAKER KIT,25,KVAR,,2,TC1D25K11U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,25KVAR APFC-BREAKER KIT,25,KVAR,,3,5SJ43508RC,MCB-C&S,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,25KVAR APFC-BREAKER KIT,25,KVAR,,4,16SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,25KVAR APFC-FUSE KIT,25,KVAR,,1,ZJE250TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,25KVAR APFC-FUSE KIT,25,KVAR,,2,TC1D25K11U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,25KVAR APFC-FUSE KIT,25,KVAR,,3,NH00-50A,APFC,3,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,25KVAR APFC-FUSE KIT,25,KVAR,,4,DNTRS-160/3,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,25KVAR APFC-FUSE KIT,25,KVAR,,5,DN01479,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,25KVAR APFC-FUSE KIT,25,KVAR,,6,16SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,50KVAR APFC-BREAKER KIT,50,KVAR,,1,ZJE500TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,50KVAR APFC-BREAKER KIT,50,KVAR,,2,CSTC1D50K12U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,50KVAR APFC-BREAKER KIT,50,KVAR,,3,CSESL125FMU125A3P,MCCB-C&S,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,50KVAR APFC-BREAKER KIT,50,KVAR,,4,35SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,50KVAR APFC-FUSE KIT,50,KVAR,,1,ZJE500TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,50KVAR APFC-FUSE KIT,50,KVAR,,2,CSTC1D50K12U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,50KVAR APFC-FUSE KIT,50,KVAR,,3,CSCDFL00125,APFC,3,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,50KVAR APFC-FUSE KIT,50,KVAR,,4,DNTRS-160/3,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,50KVAR APFC-FUSE KIT,50,KVAR,,5,DN01479,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,50KVAR APFC-FUSE KIT,50,KVAR,,6,35SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,5KVAR APFC -FUSE KIT,5,KVAR,,1,ZJE005TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,5KVAR APFC -FUSE KIT,5,KVAR,,2,CSTC1D05K10U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,5KVAR APFC -FUSE KIT,5,KVAR,,3,NH00-16A,APFC,3,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,5KVAR APFC -FUSE KIT,5,KVAR,,4,DNTRS-160/3,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,5KVAR APFC -FUSE KIT,5,KVAR,,5,DN01479,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,5KVAR APFC -FUSE KIT,5,KVAR,,6,16SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,5KVAR APFC-BREAKER KIT,5,KVAR,,1,ZJE005TP480V,APFC,1,yes,kits-export-2026-08-20 APFC BANK.xlsx,main-assumed
APFC BANK,5KVAR APFC-BREAKER KIT,5,KVAR,,2,CSTC1D05K10U5,APFC,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,5KVAR APFC-BREAKER KIT,5,KVAR,,3,5SY7310-8CC,MCB-C&S,1,no,kits-export-2026-08-20 APFC BANK.xlsx,
APFC BANK,5KVAR APFC-BREAKER KIT,5,KVAR,,4,16SQMM,CABLE,6.5,no,kits-export-2026-08-20 APFC BANK.xlsx,
ATS,1000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1000,A,4,1,3WJ1110-2AE42-4DD0-Z F40+R55+T40,ACB,2,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ATS,1000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1000,A,4,2,60X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ATS,1000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1000,A,4,3,LM1340,METERING,2,no,kits-export-2026-08-20 (3).xlsx,
ATS,1000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1000,A,4,4,1000A/5,CT,6,no,kits-export-2026-08-20 (3).xlsx,
ATS,1000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1000,A,4,5,LOGO,,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,1000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1000,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,1250A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,1250,A,4,1,3WJ1112-2AE42-4DD0-Z F40+R55+T40,ACB,2,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS,1250A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,1250,A,4,2,40X10MM,busbar,30,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1250A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,1250,A,4,3,LM1340,METERING,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1250A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,1250,A,4,4,1000A/5,CT,6,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1250A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,1250,A,4,5,LOGO,,1,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1250A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,1250,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1250A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1250,A,4,1,3WJ1112-2AE42-4DD0-Z F40+R55+T40,ACB,2,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ATS,1250A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1250,A,4,2,40X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ATS,1250A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1250,A,4,3,LM1340,METERING,2,no,kits-export-2026-08-20 (3).xlsx,
ATS,1250A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1250,A,4,4,1000A/5,CT,6,no,kits-export-2026-08-20 (3).xlsx,
ATS,1250A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1250,A,4,5,LOGO,,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,1250A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1250,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,1600A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 -C&S ATS KIT,1600,A,4,1,WX16N4PEDOA (S),ACB,2,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS,1600A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 -C&S ATS KIT,1600,A,4,2,50X10MM,busbar,30,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1600A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 -C&S ATS KIT,1600,A,4,3,LM1340,METERING,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1600A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 -C&S ATS KIT,1600,A,4,4,1600A/5,CT,6,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1600A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 -C&S ATS KIT,1600,A,4,5,LOGO,,1,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1600A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 -C&S ATS KIT,1600,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-C&S PORTFILIO.xlsx,
ATS,1600A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1600,A,4,1,3WJ1116-2AE42-4DD0-Z F40+R55+T40,ACB,2,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ATS,1600A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1600,A,4,2,50X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ATS,1600A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1600,A,4,3,LM1340,METERING,2,no,kits-export-2026-08-20 (3).xlsx,
ATS,1600A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1600,A,4,4,1600A/5,CT,6,no,kits-export-2026-08-20 (3).xlsx,
ATS,1600A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1600,A,4,5,LOGO,,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,1600A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,1600,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,2000A 4P 2000A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,2000,A,4,1,WX20N4PEDOA (S),ACB,2,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS,2000A 4P 2000A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,2000,A,4,2,50X10MM,busbar,58,no,kits-export-C&S PORTFILIO.xlsx,
ATS,2000A 4P 2000A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,2000,A,4,3,LM1340,METERING,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS,2000A 4P 2000A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,2000,A,4,4,2000A/5,CT,6,no,kits-export-C&S PORTFILIO.xlsx,
ATS,2000A 4P 2000A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,2000,A,4,5,LOGO,,1,no,kits-export-C&S PORTFILIO.xlsx,
ATS,2000A 4P 2000A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-C&S ATS KIT,2000,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-C&S PORTFILIO.xlsx,
ATS,2000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2000,A,4,1,3WJ1220-2AE42-4DD0-Z F40+R55+T40,ACB,2,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ATS,2000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2000,A,4,2,50X10MM,busbar,58,no,kits-export-2026-08-20 (3).xlsx,
ATS,2000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2000,A,4,3,LM1340,METERING,2,no,kits-export-2026-08-20 (3).xlsx,
ATS,2000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2000,A,4,4,2000A/5,CT,6,no,kits-export-2026-08-20 (3).xlsx,
ATS,2000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2000,A,4,5,LOGO,,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,2000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2000,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,2500A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2500,A,4,1,3WJ1225-2AE42-4DD0-Z F40+R55+T40,ACB,2,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ATS,2500A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2500,A,4,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ATS,2500A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2500,A,4,3,LM1340,METERING,2,no,kits-export-2026-08-20 (3).xlsx,
ATS,2500A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2500,A,4,4,2000A/5,CT,6,no,kits-export-2026-08-20 (3).xlsx,
ATS,2500A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2500,A,4,5,LOGO,,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,2500A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,2500,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,3200A 4P EDO WITH MIRCROPRO4.1 RELAY WM3 ACB- C&S ATS KIT,3200,A,4,1,WX332H4P2EDOB (S),ACB,2,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS,3200A 4P EDO WITH MIRCROPRO4.1 RELAY WM3 ACB- C&S ATS KIT,3200,A,4,2,100X10MM,busbar,58,no,kits-export-C&S PORTFILIO.xlsx,
ATS,3200A 4P EDO WITH MIRCROPRO4.1 RELAY WM3 ACB- C&S ATS KIT,3200,A,4,3,LM1340,METERING,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS,3200A 4P EDO WITH MIRCROPRO4.1 RELAY WM3 ACB- C&S ATS KIT,3200,A,4,4,3200A/5,CT,6,no,kits-export-C&S PORTFILIO.xlsx,
ATS,3200A 4P EDO WITH MIRCROPRO4.1 RELAY WM3 ACB- C&S ATS KIT,3200,A,4,5,LOGO,,1,no,kits-export-C&S PORTFILIO.xlsx,
ATS,3200A 4P EDO WITH MIRCROPRO4.1 RELAY WM3 ACB- C&S ATS KIT,3200,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-C&S PORTFILIO.xlsx,
ATS,3200A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,3200,A,4,1,3WJ1232-2AE42-4DD0-Z F40+R55+T40,ACB,2,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ATS,3200A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,3200,A,4,2,100X10MM,busbar,58,no,kits-export-2026-08-20 (3).xlsx,
ATS,3200A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,3200,A,4,3,LM1340,METERING,2,no,kits-export-2026-08-20 (3).xlsx,
ATS,3200A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,3200,A,4,4,3200A/5,CT,6,no,kits-export-2026-08-20 (3).xlsx,
ATS,3200A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,3200,A,4,5,LOGO,,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,3200A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,3200,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,4000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,4000,A,4,1,3WJ1240-2AE41-4DD0-Z F40+R55+T40,ACB,2,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ATS,4000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,4000,A,4,2,100X10MM,busbar,77,no,kits-export-2026-08-20 (3).xlsx,
ATS,4000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,4000,A,4,3,LM1340,METERING,2,no,kits-export-2026-08-20 (3).xlsx,
ATS,4000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,4000,A,4,4,4000A/5,CT,6,no,kits-export-2026-08-20 (3).xlsx,
ATS,4000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,4000,A,4,5,LOGO,,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,4000A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,4000,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,800A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,800,A,4,1,3WJ1108-2AE12-4DD0-Z F40+S55+T40,ACB,2,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ATS,800A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,800,A,4,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ATS,800A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,800,A,4,3,LM1340,METERING,2,no,kits-export-2026-08-20 (3).xlsx,
ATS,800A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,800,A,4,4,800A/5,CT,6,no,kits-export-2026-08-20 (3).xlsx,
ATS,800A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,800,A,4,5,LOGO,,1,no,kits-export-2026-08-20 (3).xlsx,
ATS,800A 4P WITHDRAWABLE MOTORIZED ACB-ATS KIT,800,A,4,6,CONTROLS & WIRING,CONTROLS & WIRING,1,no,kits-export-2026-08-20 (3).xlsx,
ATS-SWITCH,25A 4P RCCB 10KA 300MA-KIT,25,A,4,1,CSRBS4P25A300-10KA,RCCB,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,25A 4P RCCB 10KA 300MA-KIT,25,A,4,2,16SQMM,CABLE,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS-SWITCH,25A 4P RCCB 10KA 30MA-KIT,25,A,4,1,CSRBS4P25A30-10KA,RCCB,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,25A 4P RCCB 10KA 30MA-KIT,25,A,4,2,16SQMM,CABLE,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS-SWITCH,40A 4P RCCB 10KA 300MA -KIT,40,A,4,1,CSRBS4P40A300-10KA,RCCB,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,40A 4P RCCB 10KA 300MA -KIT,40,A,4,2,16SQMM,CABLE,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS-SWITCH,40A 4P RCCB 10KA 30MA-KIT,40,A,4,1,CSRBS4P40A30-10KA,RCCB,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,40A 4P RCCB 10KA 30MA-KIT,40,A,4,2,16SQMM,CABLE,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS-SWITCH,63A 4P RCCB 10KA 300MA-KIT,63,A,4,1,CSRBS4P63A300-10KA,RCCB,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,63A 4P RCCB 10KA 300MA-KIT,63,A,4,2,16SQMM,CABLE,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS-SWITCH,63A 4P RCCB 10KA 30MA-KIT,63,A,4,1,CSRBS4P63A30-10KA,RCCB,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,63A 4P RCCB 10KA 30MA-KIT,63,A,4,2,16SQMM,CABLE,2,no,kits-export-C&S PORTFILIO.xlsx,
ATS-SWITCH,ATS 250A 4P Bottom Incomer & Top Outgoing-KIT,250,A,4,1,CATS5F250AB-E,ATS-SWITCH,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,ATS 250A 4P Bottom Incomer & Top Outgoing-KIT,250,A,4,2,95SQMM,CABLE,5,no,kits-export-C&S PORTFILIO.xlsx,
ATS-SWITCH,ATS 400A 4P Bottom Incomer & Top Outgoing-KIT,400,A,4,1,CATS5F400AB-E,ATS-SWITCH,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,ATS 400A 4P Bottom Incomer & Top Outgoing-KIT,400,A,4,2,20X10MM,busbar,13,no,kits-export-C&S PORTFILIO.xlsx,
ATS-SWITCH,ATS 630A 4P Bottom Incomer & Top Outgoing -KIT,630,A,4,1,CATS5F630AB-E,ATS-SWITCH,1,yes,kits-export-C&S PORTFILIO.xlsx,main-assumed
ATS-SWITCH,ATS 630A 4P Bottom Incomer & Top Outgoing -KIT,630,A,4,2,30X10MM,busbar,13,no,kits-export-C&S PORTFILIO.xlsx,
BUSBAR,4000A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,4000,A,4,1,100X10MM,busbar,39,yes,kits-export-2026-08-20 (3).xlsx,main-assumed main-only no-device-line
INCOMER-KIT,"320A,4P,MCCB, Adjustable, 25kA-INCOMER-KIT",320,A,4,1,3VJ1332-3EB42-0AA0,MCCB,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
INCOMER-KIT,"320A,4P,MCCB, Adjustable, 25kA-INCOMER-KIT",320,A,4,2,40X5MM,BUSBAR,5,no,kits-export-2026-08-20 (3).xlsx,
INCOMER-KIT,"320A,4P,MCCB, Adjustable, 36kA-INCOMER-KIT",320,A,4,1,3VJ1332-5EB42-0AA0,MCCB,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
INCOMER-KIT,"320A,4P,MCCB, Adjustable, 36kA-INCOMER-KIT",320,A,4,2,40X5MM,BUSBAR,5,no,kits-export-2026-08-20 (3).xlsx,
INCOMER-KIT,"320A,TP,MCCB, Adjustable, 25kA-INCOMER-KIT",320,A,3,1,3VJ1332-3DB32-0AA0,MCCB,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
INCOMER-KIT,"320A,TP,MCCB, Adjustable, 25kA-INCOMER-KIT",320,A,3,2,40X5MM,BUSBAR,5,no,kits-export-2026-08-20 (3).xlsx,
INCOMER-KIT,"320A,TP,MCCB, Adjustable, 36kA-INCOMER-KIT",320,A,3,1,3VJ1332-5DB32-0AA0,MCCB,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
INCOMER-KIT,"320A,TP,MCCB, Adjustable, 36kA-INCOMER-KIT",320,A,3,2,40X5MM,BUSBAR,5,no,kits-export-2026-08-20 (3).xlsx,
INCOMER-KIT,"400A,4P,MCCB, Adjustable, 25kA-INCOMER-KIT",400,A,4,1,3VJ1340-3EB42-0AA0,MCCB,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
INCOMER-KIT,"400A,4P,MCCB, Adjustable, 25kA-INCOMER-KIT",400,A,4,2,40X5MM,BUSBAR,5,no,kits-export-2026-08-20 (3).xlsx,
INCOMER-KIT,"400A,4P,MCCB, Adjustable, 36kA-INCOMER-KIT",400,A,4,1,3VJ1340-5EB42-0AA0,MCCB,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
INCOMER-KIT,"400A,4P,MCCB, Adjustable, 36kA-INCOMER-KIT",400,A,4,2,40X5MM,BUSBAR,5,no,kits-export-2026-08-20 (3).xlsx,
INCOMER-KIT,"400A,TP,MCCB, Adjustable, 25kA-INCOMER-KIT",400,A,3,1,3VJ1340-3DB32-0AA0,MCCB,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
INCOMER-KIT,"400A,TP,MCCB, Adjustable, 25kA-INCOMER-KIT",400,A,3,2,40X5MM,BUSBAR,5,no,kits-export-2026-08-20 (3).xlsx,
INCOMER-KIT,"400A,TP,MCCB, Adjustable, 36kA-INCOMER-KIT",400,A,3,1,3VJ1340-5DB32-0AA0,MCCB,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
INCOMER-KIT,"400A,TP,MCCB, Adjustable, 36kA-INCOMER-KIT",400,A,3,2,40X5MM,BUSBAR,5,no,kits-export-2026-08-20 (3).xlsx,
