kit_group,kit_name,rating,rating_unit,poles,line_no,part_number,line_category,quantity,is_main_device,source_file,flags
ACB,1000A 3P FIXED MANUAL ACB-KIT,1000,A,3,1,3WJ1110-2AE02-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 3P FIXED MANUAL ACB-KIT,1000,A,3,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 3P FIXED MOTORIZED ACB-KIT,1000,A,3,1,3WJ1110-2AE02-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 3P FIXED MOTORIZED ACB-KIT,1000,A,3,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 3P WITHDRAWABLE MANUAL ACB-KIT,1000,A,3,1,3WJ1110-2AE32-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 3P WITHDRAWABLE MANUAL ACB-KIT,1000,A,3,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 3P WITHDRAWABLE MOTORIZED ACB-KIT,1000,A,3,1,3WJ1110-2AE32-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 3P WITHDRAWABLE MOTORIZED ACB-KIT,1000,A,3,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P FIXED MANUAL ACB-KIT,1000,A,4,1,3WJ1110-2AE12-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P FIXED MANUAL ACB-KIT,1000,A,4,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P FIXED MOTORIZED ACB-KIT,1000,A,4,1,3WJ1110-2AE12-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P FIXED MOTORIZED ACB-KIT,1000,A,4,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P WITHDRAWABLE MANUAL ACB-KIT,1000,A,4,1,3WJ1110-2AE42-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P WITHDRAWABLE MANUAL ACB-KIT,1000,A,4,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P WITHDRAWABLE MOTORIZED ACB-KIT,1000,A,4,1,3WJ1110-2AE42-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P WITHDRAWABLE MOTORIZED ACB-KIT,1000,A,4,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P WITHDRAWABLE MOTORIZED ACB-WITH ACCESSORIES-KIT,1000,A,4,1,3WJ1110-2AE42-4DD0-Z F40+R55+T40,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1000A 4P WITHDRAWABLE MOTORIZED ACB-WITH ACCESSORIES-KIT,1000,A,4,2,60X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 3P FIXED MANUAL ACB-KIT,1250,A,3,1,3WJ1112-2AE02-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 3P FIXED MANUAL ACB-KIT,1250,A,3,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 3P FIXED MOTORIZED ACB-KIT,1250,A,3,1,3WJ1112-2AE02-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 3P FIXED MOTORIZED ACB-KIT,1250,A,3,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 3P MF WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,1250,A,3,1,WX12N3PMFA (S),ACB,1,yes,kits-export-C&S PORTFILIO.xlsx,
ACB,1250A 3P MF WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,1250,A,3,2,40X10MM,busbar,15,no,kits-export-C&S PORTFILIO.xlsx,
ACB,1250A 3P WITHDRAWABLE MANUAL ACB-KIT,1250,A,3,1,3WJ1112-2AE32-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 3P WITHDRAWABLE MANUAL ACB-KIT,1250,A,3,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 3P WITHDRAWABLE MOTORIZED ACB-KIT,1250,A,3,1,3WJ1112-2AE32-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 3P WITHDRAWABLE MOTORIZED ACB-KIT,1250,A,3,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,1250,A,4,1,WX12N4PEDOA (S),ACB,1,yes,kits-export-C&S PORTFILIO.xlsx,
ACB,1250A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,1250,A,4,2,40X10MM,busbar,15,no,kits-export-C&S PORTFILIO.xlsx,
ACB,1250A 4P FIXED MANUAL ACB-KIT,1250,A,4,1,3WJ1112-2AE12-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P FIXED MANUAL ACB-KIT,1250,A,4,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P FIXED MOTORIZED ACB-KIT,1250,A,4,1,3WJ1112-2AE12-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P FIXED MOTORIZED ACB-KIT,1250,A,4,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P WITHDRAWABLE MANUAL ACB-KIT,1250,A,4,1,3WJ1112-2AE42-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P WITHDRAWABLE MANUAL ACB-KIT,1250,A,4,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P WITHDRAWABLE MOTORIZED ACB with Changeover accessories-KIT,1250,A,4,1,3WJ1112-2AE42-4DD0-Z F40+R55+T40,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P WITHDRAWABLE MOTORIZED ACB with Changeover accessories-KIT,1250,A,4,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P WITHDRAWABLE MOTORIZED ACB-KIT,1250,A,4,1,3WJ1112-2AE42-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1250A 4P WITHDRAWABLE MOTORIZED ACB-KIT,1250,A,4,2,40X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 3P FIXED MANUAL ACB-KIT,1600,A,3,1,3WJ1116-2AE02-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 3P FIXED MANUAL ACB-KIT,1600,A,3,2,50X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 3P FIXED MOTORIZED ACB-KIT,1600,A,3,1,3WJ1116-2AE02-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 3P FIXED MOTORIZED ACB-KIT,1600,A,3,2,60X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 3P WITHDRAWABLE MANUAL ACB-KIT,1600,A,3,1,3WJ1116-2AE32-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 3P WITHDRAWABLE MANUAL ACB-KIT,1600,A,3,2,50X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 3P WITHDRAWABLE MOTORIZED ACB-KIT,1600,A,3,1,3WJ1116-2AE32-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 3P WITHDRAWABLE MOTORIZED ACB-KIT,1600,A,3,2,50X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,1600,A,4,1,WX16N4PEDOA (S),ACB,1,yes,kits-export-C&S PORTFILIO.xlsx,
ACB,1600A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,1600,A,4,2,50X10MM,busbar,15,no,kits-export-C&S PORTFILIO.xlsx,
ACB,1600A 4P FIXED MANUAL ACB-KIT,1600,A,4,1,3WJ1116-2AE12-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P FIXED MANUAL ACB-KIT,1600,A,4,2,50X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P FIXED MOTORIZED ACB-KIT,1600,A,4,1,3WJ1116-2AE12-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P FIXED MOTORIZED ACB-KIT,1600,A,4,2,50X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P WITHDRAWABLE MANUAL ACB-KIT,1600,A,4,1,3WJ1116-2AE42-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P WITHDRAWABLE MANUAL ACB-KIT,1600,A,4,2,50X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,1600,A,4,1,3WJ1116-2AE42-4DD0-Z F40+R55+T40,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,quantity-assumed
ACB,1600A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,1600,A,4,2,50X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P WITHDRAWABLE MOTORIZED ACB-KIT,1600,A,4,1,3WJ1116-2AE42-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,1600A 4P WITHDRAWABLE MOTORIZED ACB-KIT,1600,A,4,2,50X10MM,busbar,15,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 3P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,2000,A,3,1,WX20N3PEDOA (S),ACB,1,yes,kits-export-C&S PORTFILIO.xlsx,non-contiguous
ACB,2000A 3P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,2000,A,3,2,50X10MM,busbar,22,no,kits-export-C&S PORTFILIO.xlsx,
ACB,2000A 3P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,2000,A,3,3,50X10MM,busbar,22,no,kits-export-C&S PORTFILIO.xlsx,stray-line(previous kit: 2000A 3P MF WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT)
ACB,2000A 3P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,2000,A,3,4,50X10MM,busbar,22,no,kits-export-C&S PORTFILIO.xlsx,stray-line(previous kit: 2000A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT)
ACB,2000A 3P FIXED MANUAL ACB-KIT,2000,A,3,1,3WJ1220-2AE02-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 3P FIXED MANUAL ACB-KIT,2000,A,3,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 3P FIXED MOTORIZED ACB-KIT,2000,A,3,1,3WJ1220-2AE02-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 3P FIXED MOTORIZED ACB-KIT,2000,A,3,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 3P MF WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,2000,A,3,1,WX20N3PMFA (S),ACB,1,yes,kits-export-C&S PORTFILIO.xlsx,main-only
ACB,2000A 3P WITHDRAWABLE MANUAL ACB-KIT,2000,A,3,1,3WJ1220-2AE32-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 3P WITHDRAWABLE MANUAL ACB-KIT,2000,A,3,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 3P WITHDRAWABLE MOTORIZED ACB-KIT,2000,A,3,1,3WJ1220-2AE32-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 3P WITHDRAWABLE MOTORIZED ACB-KIT,2000,A,3,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P EDO WITH MIRCROPRO4.1 RELAY WM2 ACB-KIT,2000,A,4,1,WX20N4PEDOA (S),ACB,1,yes,kits-export-C&S PORTFILIO.xlsx,main-only
ACB,2000A 4P FIXED MANUAL ACB-KIT,2000,A,4,1,3WJ1220-2AE12-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P FIXED MANUAL ACB-KIT,2000,A,4,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P FIXED MOTORIZED ACB-KIT,2000,A,4,1,3WJ1220-2AE12-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P FIXED MOTORIZED ACB-KIT,2000,A,4,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P WITHDRAWABLE MANUAL ACB-KIT,2000,A,4,1,3WJ1220-2AE42-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P WITHDRAWABLE MANUAL ACB-KIT,2000,A,4,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,2000,A,4,1,3WJ1220-2AE42-4DD0-Z F40+R55+T40,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,2000,A,4,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P WITHDRAWABLE MOTORIZED ACB-KIT,2000,A,4,1,3WJ1220-2AE42-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2000A 4P WITHDRAWABLE MOTORIZED ACB-KIT,2000,A,4,2,50X10MM,busbar,22,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 3P FIXED MANUAL ACB-KIT,2500,A,3,1,3WJ1225-2AE02-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 3P FIXED MANUAL ACB-KIT,2500,A,3,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 3P FIXED MOTORIZED ACB-KIT,2500,A,3,1,3WJ1225-2AE02-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 3P FIXED MOTORIZED ACB-KIT,2500,A,3,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 3P WITHDRAWABLE MANUAL ACB-KIT,2500,A,3,1,3WJ1225-2AE32-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 3P WITHDRAWABLE MANUAL ACB-KIT,2500,A,3,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 3P WITHDRAWABLE MOTORIZED ACB-KIT,2500,A,3,1,3WJ1225-2AE32-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 3P WITHDRAWABLE MOTORIZED ACB-KIT,2500,A,3,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P FIXED MANUAL ACB-KIT,2500,A,4,1,3WJ1225-2AE12-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P FIXED MANUAL ACB-KIT,2500,A,4,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P FIXED MOTORIZED ACB-KIT,2500,A,4,1,3WJ1225-2AE12-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P FIXED MOTORIZED ACB-KIT,2500,A,4,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P WITHDRAWABLE MANUAL ACB-KIT,2500,A,4,1,3WJ1225-2AE42-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P WITHDRAWABLE MANUAL ACB-KIT,2500,A,4,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,2500,A,4,1,3WJ1225-2AE42-4DD0-Z F40+R55+T40,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,2500,A,4,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P WITHDRAWABLE MOTORIZED ACB-KIT,2500,A,4,1,3WJ1225-2AE42-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,2500A 4P WITHDRAWABLE MOTORIZED ACB-KIT,2500,A,4,2,100X10MM,busbar,20,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 3P FIXED MANUAL ACB-KIT,3200,A,3,1,3WJ1232-2AE02-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 3P FIXED MANUAL ACB-KIT,3200,A,3,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 3P FIXED MOTORIZED ACB-KIT,3200,A,3,1,3WJ1232-2AE02-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 3P FIXED MOTORIZED ACB-KIT,3200,A,3,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 3P MF WITH MIRCROPRO4.1 RELAY WM3 ACB-KIT,3200,A,3,1,WX332H3P2MFA (S),ACB,1,yes,kits-export-C&S PORTFILIO.xlsx,
ACB,3200A 3P MF WITH MIRCROPRO4.1 RELAY WM3 ACB-KIT,3200,A,3,2,100X10MM,busbar,29,no,kits-export-C&S PORTFILIO.xlsx,
ACB,3200A 3P WITHDRAWABLE MANUAL ACB-KIT,3200,A,3,1,3WJ1232-2AE32-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 3P WITHDRAWABLE MANUAL ACB-KIT,3200,A,3,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 3P WITHDRAWABLE MOTORIZED ACB-KIT,3200,A,3,1,3WJ1232-2AE32-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 3P WITHDRAWABLE MOTORIZED ACB-KIT,3200,A,3,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P EDO WITH MIRCROPRO4.1 RELAY WM3 ACB-KIT,3200,A,4,1,WX332H4P2EDOB (S),ACB,1,yes,kits-export-C&S PORTFILIO.xlsx,
ACB,3200A 4P EDO WITH MIRCROPRO4.1 RELAY WM3 ACB-KIT,3200,A,4,2,100X10MM,busbar,29,no,kits-export-C&S PORTFILIO.xlsx,
ACB,3200A 4P FIXED MANUAL ACB-KIT,3200,A,4,1,3WJ1232-2AE12-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P FIXED MANUAL ACB-KIT,3200,A,4,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P FIXED MOTORIZED ACB-KIT,3200,A,4,1,3WJ1232-2AE12-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P FIXED MOTORIZED ACB-KIT,3200,A,4,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P WITHDRAWABLE MANUAL ACB-KIT,3200,A,4,1,3WJ1232-2AE42-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P WITHDRAWABLE MANUAL ACB-KIT,3200,A,4,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,3200,A,4,1,3WJ1232-2AE42-4DD0-Z F40+R55+T40,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P WITHDRAWABLE MOTORIZED ACB with changeover accessories-KIT,3200,A,4,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P WITHDRAWABLE MOTORIZED ACB-KIT,3200,A,4,1,3WJ1232-2AE42-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,3200A 4P WITHDRAWABLE MOTORIZED ACB-KIT,3200,A,4,2,100X10MM,busbar,29,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 3P FIXED MANUAL ACB-KIT,4000,A,3,1,3WJ1240-2AE01-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 3P FIXED MANUAL ACB-KIT,4000,A,3,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 3P FIXED MOTORIZED ACB-KIT,4000,A,3,1,3WJ1240-2AE01-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 3P FIXED MOTORIZED ACB-KIT,4000,A,3,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 3P WITHDRAWABLE MANUAL ACB-KIT,4000,A,3,1,3WJ1240-2AE31-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 3P WITHDRAWABLE MANUAL ACB-KIT,4000,A,3,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 3P WITHDRAWABLE MOTORIZED ACB-KIT,4000,A,3,1,3WJ1240-2AE31-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 3P WITHDRAWABLE MOTORIZED ACB-KIT,4000,A,3,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P FIXED MANUAL ACB-KIT,4000,A,4,1,3WJ1240-2AE11-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P FIXED MANUAL ACB-KIT,4000,A,4,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P FIXED MOTORIZED ACB-KIT,4000,A,4,1,3WJ1240-2AE11-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P FIXED MOTORIZED ACB-KIT,4000,A,4,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P WITHDRAWABLE MANUAL ACB-KIT,4000,A,4,1,3WJ1240-2AE41-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P WITHDRAWABLE MANUAL ACB-KIT,4000,A,4,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P WITHDRAWABLE MOTORIZED ACB-KIT,4000,A,4,1,3WJ1240-2AE41-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P WITHDRAWABLE MOTORIZED ACB-KIT,4000,A,4,2,100X10MM,busbar,39,no,kits-export-2026-08-20 (3).xlsx,
ACB,4000A 4P WITHDRAWABLE MOTORIZED ACB-KIT with changeover accessories-KIT,4000,A,4,1,3WJ1240-2AE41-4DD0-Z F40+R55+T40,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,main-only
ACB,800A 3P FIXED MANUAL ACB-KIT,800,A,3,1,3WJ1108-2AE02-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 3P FIXED MANUAL ACB-KIT,800,A,3,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,800A 3P FIXED MOTORIZED ACB-KIT,800,A,3,1,3WJ1108-2AE02-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 3P FIXED MOTORIZED ACB-KIT,800,A,3,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,800A 3P WITHDRAWABLE MANUAL ACB-KIT,800,A,3,1,3WJ1108-2AE32-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 3P WITHDRAWABLE MANUAL ACB-KIT,800,A,3,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,800A 3P WITHDRAWABLE MOTORIZED ACB-KIT,800,A,3,1,3WJ1108-2AE32-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 3P WITHDRAWABLE MOTORIZED ACB-KIT,800,A,3,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P FIXED MANUAL ACB-KIT,800,A,4,1,3WJ1108-2AE12-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P FIXED MANUAL ACB-KIT,800,A,4,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P FIXED MOTORIZED ACB-KIT,800,A,4,1,3WJ1108-2AE12-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P FIXED MOTORIZED ACB-KIT,800,A,4,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P WITHDRAWABLE MANUAL ACB-KIT,800,A,4,1,3WJ1108-2AE42-1AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P WITHDRAWABLE MANUAL ACB-KIT,800,A,4,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P WITHDRAWABLE MOTORIZED ACB-KIT,800,A,4,1,3WJ1108-2AE42-4AD0,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P WITHDRAWABLE MOTORIZED ACB-KIT,800,A,4,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P WITHDRAWABLE MOTORIZED ACB-WITH ACCESSORIES-KIT,800,A,4,1,3WJ1108-2AE12-4DD0-Z F40+S55+T40,ACB,1,yes,kits-export-2026-08-20 (3).xlsx,
ACB,800A 4P WITHDRAWABLE MOTORIZED ACB-WITH ACCESSORIES-KIT,800,A,4,2,40X10MM,busbar,6.5,no,kits-export-2026-08-20 (3).xlsx,
ACCESORISES,INDICATOR KIT,,,,1,3SB5285-6HC03,LED,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ACCESORISES,INDICATOR KIT,,,,2,3SB5285-6HD03,LED,1,no,kits-export-2026-08-20 (3).xlsx,
ACCESORISES,INDICATOR KIT,,,,3,3SB5285-6HF03,LED,1,no,kits-export-2026-08-20 (3).xlsx,
ACCESORISES,INDICATOR KIT,,,,4,5TJ6106-7,MCB,3,no,kits-export-2026-08-20 (3).xlsx,
ACCESORISES,SPD TYPE 1+2-KIT,,,,1,EBS2U,SPD,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
ACCESORISES,SPD TYPE 1+2-KIT,,,,2,RT18-125/RO17,SPD,1,no,kits-export-2026-08-20 (3).xlsx,
ACCESORISES,SPD TYPE 2-KIT,,,,1,EBS2U385V/20/65KA,SPD,1,yes,kits-export-2026-08-20 (3).xlsx,main-assumed
