part_number,name,category,bom_category,brand,unit,purchase_price,purchase_currency,kg_per_metre,is_enclosure_cubicle,is_placeholder,source_file,flags
3WJ1112-2AE42-4DD0-Z F40+R55+T40,1250A 4P WITHDRAWABLE MOTORIZED ACB-with changeover accessories,ACB,switchgear,SIEMENS,pcs,1985.92,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE02-1AD0,1600A 3P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,1086.61,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE02-4AD0,1600A 3P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,1164.16,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE12-1AD0,1600A 4P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,1443.41,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE12-4AD0,1600A 4P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,1520.96,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE32-1AD0,1600A 3P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,1267.41,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE32-4AD0,1600A 3P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,1344.96,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE42-1AD0,1600A 4P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,1768.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE42-4AD0,1600A 4P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,1845.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1116-2AE42-4DD0-Z F40+R55+T40,1600A 4P WITHDRAWABLE MOTORIZED ACB-with changeover accessories,ACB,switchgear,SIEMENS,pcs,2017.92,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE02-1AD0,2000A 3P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,1481.81,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE02-4AD0,2000A 3P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,1559.36,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE12-1AD0,2000A 4P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,1944.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE12-4AD0,2000A 4P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,2021.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE32-1AD0,2000A 3P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,1617.81,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE32-4AD0,2000A 3P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,1695.36,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE42-1AD0,2000A 4P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,2136.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE42-4AD0,2000A 4P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,2213.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1220-2AE42-4DD0-Z F40+R55+T40,2000A 4P WITHDRAWABLE MOTORIZED ACB-with changeover accessories,ACB,switchgear,SIEMENS,pcs,2385.92,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE02-1AD0,2500A 3P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,1864.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE02-4AD0,2500A 3P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,1941.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE12-1AD0,2500A 4P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,2424.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE12-4AD0,2500A 4P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,2501.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE32-1AD0,2500A 3P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,2024.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE32-4AD0,2500A 3P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,2101.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE42-1AD0,2500A 4P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,2664.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE42-4AD0,2500A 4P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,2741.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1225-2AE42-4DD0-Z F40+R55+T40,2500A 4P WITHDRAWABLE MOTORIZED ACB-with changeover accessories,ACB,switchgear,SIEMENS,pcs,2913.92,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE02-1AD0,3200A 3P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,2296.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE02-4AD0,3200A 3P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,2373.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE12-1AD0,3200A 4P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,3016.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE12-4AD0,3200A 4P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,3093.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE32-1AD0,3200A 3P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,2504.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE32-4AD0,3200A 3P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,2581.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE42-1AD0,3200A 4P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,3288.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE42-4AD0,3200A 4P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,3365.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1232-2AE42-4DD0-Z F40+R55+T40,3200A 4P WITHDRAWABLE MOTORIZED ACB-with changeover accessories,ACB,switchgear,SIEMENS,pcs,3537.92,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE01-1AD0,4000A 3P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,2872.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE01-4AD0,4000A 3P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,2949.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE11-1AD0,4000A 4P FIXED MANUAL ACB,ACB,switchgear,SIEMENS,pcs,3768.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE11-4AD0,4000A 4P FIXED MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,3845.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE31-1AD0,4000A 3P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,3272.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE31-4AD0,4000A 3P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,3349.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE41-1AD0,4000A 4P WITHDRAWABLE MANUAL ACB,ACB,switchgear,SIEMENS,pcs,4232.21,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE41-4AD0,4000A 4P WITHDRAWABLE MOTORIZED ACB,ACB,switchgear,SIEMENS,pcs,4309.76,EUR,,no,no,component-catalog-ALL.csv,
3WJ1240-2AE41-4DD0-Z F40+R55+T40,4000A 4P WITHDRAWABLE MOTORIZED ACB-with changeover accessories,ACB,switchgear,SIEMENS,pcs,4481.92,EUR,,no,no,component-catalog-ALL.csv,
DSE335,DSE335 MKII ATS CONTROLLER,ACCESSORIES,switchgear,DEEPSEA,pcs,250,EUR,,no,no,component-catalog-ALL.csv,category-guessed
DSE7320,DSE7320 MKII ATS CONTROLLER,ACCESSORIES,switchgear,DEEPSEA,pcs,400,EUR,,no,no,component-catalog-ALL.csv,category-guessed
DSE8610 MKII,DSE8610 MKII SYNC CONTROLLER,ACCESSORIES,switchgear,DEEPSEA,pcs,900,EUR,,no,no,component-catalog-ALL.csv,category-guessed
LOGO,LOGO CONTROLLER,ACCESSORIES,switchgear,SIEMENS,pcs,154,EUR,,no,no,component-catalog-ALL.csv,category-guessed
CSCDFL00125,125A DIN TYPE HRC FUSE LINK,APFC,switchgear,C&S,pcs,2.5,EUR,,no,no,component-catalog-ALL.csv,
CSTC1D16K11U5,15KVAR / 16.7KVAR Cap. Duty Cont. 1NO+1NC 240V AC,APFC,switchgear,C&S,pcs,16,EUR,,no,no,component-catalog-ALL.csv,
CSTC1D50K12U5,50KVAR Cap. Duty Cont. 1NO+1N 240V AC,APFC,switchgear,C&S,pcs,44,EUR,,no,no,component-catalog-ALL.csv,
DN01479,100MM BUSBAR SUPPORT,APFC,switchgear,C&S,pcs,4.75,EUR,,no,no,component-catalog-ALL.csv,
DNTRS-160/3,FUSE BASE,APFC,switchgear,C&S,pcs,8.5475,EUR,,no,no,component-catalog-ALL.csv,
NH00-16A,16A FUSE LINK,APFC,switchgear,C&S,pcs,0.6305,EUR,,no,no,component-catalog-ALL.csv,
NH00-32A,32A FUSE LINK,APFC,switchgear,C&S,pcs,0.6305,EUR,,no,no,component-catalog-ALL.csv,
NH00-50A,FUSE LINK-50A,APFC,switchgear,C&S,pcs,0.97,EUR,,no,no,component-catalog-ALL.csv,
TC1D25K11U5,25KVAR Cap. Duty Cont. 1NO+1N 240V AC,APFC,switchgear,C&S,pcs,26,EUR,,no,no,component-catalog-ALL.csv,
"12.5 kvar detuned reactor -7% 415V, 3P","12.5 kvar detuned reactor -7% 415V, 3P",APFC,switchgear,N-POWER,pcs,31.3,EUR,,no,no,component-catalog-ALL.csv,
"25 kvar detuned reactor -7% 415V, 3P","25 kvar detuned reactor -7% 415V, 3P",APFC,switchgear,N-POWER,pcs,47.01,EUR,,no,no,component-catalog-ALL.csv,
"5 kvar detuned reactor -7% 415V, 3P","5 kvar detuned reactor -7% 415V, 3P",APFC,switchgear,N-POWER,pcs,31.3,EUR,,no,no,component-catalog-ALL.csv,
"50 kvar detuned reactor -7% 415V, 3P","50 kvar detuned reactor -7% 415V, 3P",APFC,switchgear,N-POWER,pcs,70.1,EUR,,no,no,component-catalog-ALL.csv,
CSTC1D05K10U5,5KVAR Cap. Duty Cont. 1NO 240V AC,APFC,switchgear,N-POWER,pcs,8,EUR,,no,no,component-catalog-ALL.csv,
RPCF-16,16 STEP,APFC,switchgear,N-POWER,pcs,60,EUR,,no,no,component-catalog-ALL.csv,
ZJE005TP480V,5KVAr CAPACITOR,APFC,switchgear,N-POWER,pcs,13,EUR,,no,no,component-catalog-ALL.csv,
ZJE025TP480V,2.5KVAR CAPACITOR,APFC,switchgear,N-POWER,pcs,11,EUR,,no,no,component-catalog-ALL.csv,
ZJE125TP480V,12.5KVAr CAPACITOR,APFC,switchgear,N-POWER,pcs,18,EUR,,no,no,component-catalog-ALL.csv,
ZJE250TP480V,25KVAr CAPACITOR,APFC,switchgear,N-POWER,pcs,30,EUR,,no,no,component-catalog-ALL.csv,
ZJE500TP480V,50KVAr CAPACITOR,APFC,switchgear,N-POWER,pcs,60,EUR,,no,no,component-catalog-ALL.csv,
CATS5F250AB-E,ATS 250A 4P Bottom Incomer & Top Outgoing,ATS SWITCH,switchgear,C&S,pcs,403,EUR,,no,no,component-C&S.csv,
CATS5F400AB-E,ATS 400A 4P Bottom Incomer & Top Outgoing,ATS SWITCH,switchgear,C&S,pcs,690,EUR,,no,no,component-C&S.csv,
CATS5F630AB-E,ATS 630A 4P Bottom Incomer & Top Outgoing,ATS SWITCH,switchgear,C&S,pcs,694.25,EUR,,no,no,component-C&S.csv,
CSBS1000P4XXX,1000A FP Bypass Switch 'P' W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,1024.5,EUR,,no,no,component-C&S.csv,
CSBS100DM4XXX,100A FP BYPASS SWITCH W/OUT ENCLOSURE,BYPASS SWITCH,switchgear,C&S,pcs,98.75,EUR,,no,no,component-C&S.csv,
CSBS1250P4XXX,1250A FP Bypass Switch 'P' W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,1190.5,EUR,,no,no,component-C&S.csv,
CSBS125DM4XXX,125A FP Bypass Switch W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,128.75,EUR,,no,no,component-C&S.csv,
CSBS160DM4XXX,160A FP Bypass Switch W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,135.05,EUR,,no,no,component-C&S.csv,
CSBS1800K4XXX,1800A FP Bypass Switch W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,3520,EUR,,no,no,component-C&S.csv,
CSBS250DM4XXX,250A FP Bypass Switch W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,195.6,EUR,,no,no,component-C&S.csv,
CSBS400K4XXXX,400A FP Bypass Switch W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,267.75,EUR,,no,no,component-C&S.csv,
CSBS630K4XXXX,630A FP Bypass Switch W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,359.5,EUR,,no,no,component-C&S.csv,
CSBS63DM4XXXX,63A FP Bypass Switch W/Out Encl,BYPASS SWITCH,switchgear,C&S,pcs,94.75,EUR,,no,no,component-C&S.csv,
CSLC1FDP150AU5,150A TP Contactor 2NO+2NC Auxi. 240V,CONTACTOR,switchgear,C&S,pcs,77,EUR,,no,no,component-C&S.csv,
CSLC1FDP185AX,185A TP Contactor 240V,CONTACTOR,switchgear,C&S,pcs,103.5,EUR,,no,no,component-C&S.csv,
CSLC1FDP185U5,185A TP Contactor 2NO+2NC Auxi. 240V,CONTACTOR,switchgear,C&S,pcs,114.5,EUR,,no,no,component-C&S.csv,
CSLC1FDP500U7,500A TP Contactor 2NO+2NC Auxi. 240V,CONTACTOR,switchgear,C&S,pcs,256.5,EUR,,no,no,component-C&S.csv,
CSTC1D40004U5,40A AC3/60A AC1 FP Contactor 4NO,CONTACTOR,switchgear,C&S,pcs,47.75,EUR,,no,no,component-C&S.csv,
CSTC1D40008U5,40A AC3/60A AC1 FP Contactor 2NO+2NC,CONTACTOR,switchgear,C&S,pcs,47.75,EUR,,no,no,component-C&S.csv,
CSTC1D65004U5,65A AC3/80A AC1 FP Contactor 4NO,CONTACTOR,switchgear,C&S,pcs,71.75,EUR,,no,no,component-C&S.csv,
CSTC1D65008U5,65A AC3/80A AC1 FP Contactor 2NO+2NC,CONTACTOR,switchgear,C&S,pcs,71.75,EUR,,no,no,component-C&S.csv,
CSTC1D80008U5,80A AC3/125A AC1 FP Contactor 2NO+2NC,CONTACTOR,switchgear,C&S,pcs,103.5,EUR,,no,no,component-C&S.csv,
LC1FDP1154AU5,115A AC3/200A AC1 FP Contactor 4NO,CONTACTOR,switchgear,C&S,pcs,153,EUR,,no,no,component-C&S.csv,
LC1FDP1504AU5,150A AC /250A AC1 FP Contactor 4NO,CONTACTOR,switchgear,C&S,pcs,157.5,EUR,,no,no,component-C&S.csv,
LC1FDP1854AU5,185A AC3/275A AC1 FP Contactor 4NO,CONTACTOR,switchgear,C&S,pcs,143.5,EUR,,no,no,component-C&S.csv,
LC1FDP3304AU7,330A AC3/400A AC1 FP Contactor 4NO,CONTACTOR,switchgear,C&S,pcs,302.85,EUR,,no,no,component-C&S.csv,
LC1FDPM5004AU7,500A AC3/700A AC1 FP Contactor 4NO + Add On Block,CONTACTOR,switchgear,C&S,pcs,381,EUR,,no,no,component-C&S.csv,
TC1D80004U5,80A AC3/125A AC1 FP Contactor 4NO,CONTACTOR,switchgear,C&S,pcs,103.5,EUR,,no,no,component-C&S.csv,
CONTROLS & WIRING,CONTROLS & WIRING,CONTROLS,switchgear,,pcs,150,EUR,,no,no,component-catalog-SAMPLE.csv,
1000A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,16,EUR,,no,no,component-catalog-ALL.csv,
1250A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,20,EUR,,no,no,component-catalog-ALL.csv,
1600A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,24,EUR,,no,no,component-catalog-ALL.csv,
2000A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,27,EUR,,no,no,component-catalog-ALL.csv,
2500A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,28,EUR,,no,no,component-catalog-ALL.csv,
3200A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,34,EUR,,no,no,component-catalog-ALL.csv,
4000A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,36,EUR,,no,no,component-catalog-ALL.csv,
400A/5 AND BELOW,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,6.8,EUR,,no,no,component-catalog-ALL.csv,
630A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,9,EUR,,no,no,component-catalog-ALL.csv,
800A/5,CURRENT TRANSFORMERS,CT,switchgear,RISHABH,pcs,11,EUR,,no,no,component-catalog-ALL.csv,
LA9D50978X,Elec/Mech I/lock Hor.Mount 40-65A AC3,INTERLOCK,switchgear,,pcs,,,,no,yes,kits-export-2026-08-20 APFC BANK.xlsx,from-kits no-price placeholder
5TE39137Y,63A DP ISOLATOR,ISOLATOR,switchgear,,pcs,,,,no,yes,kits-export-2026-08-20 APFC BANK.xlsx,from-kits no-price placeholder
CSMBS3ISO63X,63A TP MCB Isolator,ISOLATOR,switchgear,,pcs,,,,no,no,component-C&S.csv,no-price
CSMBS2ISO40,40A DP ISOLATOR,ISOLATOR,switchgear,C&S,pcs,2.25,EUR,,no,no,component-C&S.csv,
3SB5285-6HC03,INDICATION LAMP-red,LED,switchgear,,pcs,1.44,EUR,,no,no,component-catalog-ALL.csv,
3SB5285-6HD03,INDICATION LAMP-yellow,LED,switchgear,,pcs,1.44,EUR,,no,no,component-catalog-ALL.csv,
3SB5285-6HF03,INDICATION LAMP-blue,LED,switchgear,,pcs,1.44,EUR,,no,no,component-catalog-ALL.csv,
5SJ43508RC,50A TP MCB 10KA 'D' Curve,MCB,switchgear,,pcs,,,,no,yes,kits-export-2026-08-20 APFC BANK.xlsx,from-kits no-price placeholder
5SL6263-7RC,"63A MCB,7.5kA, DP, C Curve",MCB,switchgear,,pcs,,,,no,yes,kits-export-2026-08-20 APFC BANK.xlsx,from-kits no-price placeholder
5SY7310-8CC,10A TP MCB 15KA 'D' Curve,MCB,switchgear,,pcs,,,,no,yes,kits-export-2026-08-20 APFC BANK.xlsx,from-kits no-price placeholder
5SY73328CC,32A TP MCB(D),MCB,switchgear,,pcs,,,,no,yes,kits-export-2026-08-20 APFC BANK.xlsx,from-kits no-price placeholder
CSMB1D20KA10X,20A SP MCB 10KA 'D' CURVE,MCB,switchgear,C&S,pcs,1.75,EUR,,no,no,component-C&S.csv,
CSMB1D63KA10X,63A SP MCB 10KA 'D' Curve,MCB,switchgear,C&S,pcs,2.25,EUR,,no,no,component-C&S.csv,
CSMB3D16KA10X,16A TP MCB 10KA 'D' Curve,MCB,switchgear,C&S,pcs,5.5,EUR,,no,no,component-C&S.csv,
CSMBL1C10,10A SP MCB 6KA C' Curve,MCB,switchgear,C&S,pcs,1.25,EUR,,no,no,component-C&S.csv,
CSMBL1C32,32A SP MCB 6KA C Curve,MCB,switchgear,C&S,pcs,1.25,EUR,,no,no,component-C&S.csv,
CSMBS1C16KA10,16A SP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,1.5,EUR,,no,no,component-C&S.csv,
CSMBS1C16XKA6,16A SP MCB 6KA 'C' Curve,MCB,switchgear,C&S,pcs,1.5,EUR,,no,no,component-C&S.csv,
CSMBS1C20XKA6,20A SP MCB 6KA 'C' Curve,MCB,switchgear,C&S,pcs,1.5,EUR,,no,no,component-C&S.csv,
CSMBS1C40XKA6,40A SP MCB 6KA 'C' Curve,MCB,switchgear,C&S,pcs,1.5,EUR,,no,no,component-C&S.csv,
CSMBS1C63XKA6,63A SP MCB 6KA 'C' Curve,MCB,switchgear,C&S,pcs,1.38,EUR,,no,no,component-C&S.csv,
CSMBS2C32KA10,32A DP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,2.75,EUR,,no,no,component-C&S.csv,
CSMBS2C40XKA6,40A DP MCB 6KA 'C' Curve,MCB,switchgear,C&S,pcs,3.25,EUR,,no,no,component-C&S.csv,
CSMBS2D40KA10,40A DP MCB 10KA 'D' Curve,MCB,switchgear,C&S,pcs,3.75,EUR,,no,no,component-C&S.csv,
CSMBS3C10KA10,10A TP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,4.5,EUR,,no,no,component-C&S.csv,
CSMBS3C16KA10,16A TP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,4.5,EUR,,no,no,component-C&S.csv,
CSMBS3C20KA10,20A TP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,4.5,EUR,,no,no,component-C&S.csv,
CSMBS3C32KA10,32A TP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,4.75,EUR,,no,no,component-C&S.csv,
CSMBS3C40,40A TP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,5.25,EUR,,no,no,component-C&S.csv,
CSMBS3C63,63A TP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,5.75,EUR,,no,no,component-C&S.csv,
CSMBS3D20KA10,20A TP MCB 10KA 'D' Curve,MCB,switchgear,C&S,pcs,5.5,EUR,,no,no,component-C&S.csv,
CSMBS4C32KA10,32A FP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,6,EUR,,no,no,component-C&S.csv,
CSMBS4C40KA10,40A FP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,6.5,EUR,,no,no,component-C&S.csv,
CSMBS4C63KA10,63A FP MCB 10KA 'C' Curve,MCB,switchgear,C&S,pcs,7,EUR,,no,no,component-C&S.csv,
CSRCB02PC40A30-10KA,40A DP RCBO 30mA,MCB,switchgear,C&S,pcs,12.5,EUR,,no,no,component-C&S.csv,
5TJ4106-7,6A SP-10kA,MCB,switchgear,SIEMENS,pcs,1.54,EUR,,no,no,component-catalog-ALL.csv,
5TJ4110-7,10A SP-10kA,MCB,switchgear,SIEMENS,pcs,1.54,EUR,,no,no,component-catalog-ALL.csv,
5TJ4116-7,16A SP-10kA,MCB,switchgear,SIEMENS,pcs,1.54,EUR,,no,no,component-catalog-ALL.csv,
5TJ4120-7,20A SP-10kA,MCB,switchgear,SIEMENS,pcs,1.54,EUR,,no,no,component-catalog-ALL.csv,
5TJ4125-7,25A SP-10kA,MCB,switchgear,SIEMENS,pcs,1.54,EUR,,no,no,component-catalog-ALL.csv,
5TJ4132-7,32A SP-10kA,MCB,switchgear,SIEMENS,pcs,1.54,EUR,,no,no,component-catalog-ALL.csv,
5TJ4140-7,40A SP-10kA,MCB,switchgear,SIEMENS,pcs,2.33,EUR,,no,no,component-catalog-ALL.csv,
5TJ4150-7,50A SP-10kA,MCB,switchgear,SIEMENS,pcs,3.28,EUR,,no,no,component-catalog-ALL.csv,
5TJ4163-7,63A SP-10kA,MCB,switchgear,SIEMENS,pcs,3.28,EUR,,no,no,component-catalog-ALL.csv,
5TJ4206-7,6A DP-10kA,MCB,switchgear,SIEMENS,pcs,4.36,EUR,,no,no,component-catalog-ALL.csv,
5TJ4210-7,10A DP-10kA,MCB,switchgear,SIEMENS,pcs,4.36,EUR,,no,no,component-catalog-ALL.csv,
5TJ4216-7,16A DP-10kA,MCB,switchgear,SIEMENS,pcs,4.36,EUR,,no,no,component-catalog-ALL.csv,
5TJ4220-7,20A DP-10kA,MCB,switchgear,SIEMENS,pcs,4.36,EUR,,no,no,component-catalog-ALL.csv,
5TJ4225-7,25A DP-10kA,MCB,switchgear,SIEMENS,pcs,4.36,EUR,,no,no,component-catalog-ALL.csv,
5TJ4232-7,32A DP-10kA,MCB,switchgear,SIEMENS,pcs,4.36,EUR,,no,no,component-catalog-ALL.csv,
5TJ4240-7,40A DP-10kA,MCB,switchgear,SIEMENS,pcs,6.55,EUR,,no,no,component-catalog-ALL.csv,
5TJ4250-7,50A DP-10kA,MCB,switchgear,SIEMENS,pcs,9.1,EUR,,no,no,component-catalog-ALL.csv,
5TJ4263-7,63A DP-10kA,MCB,switchgear,SIEMENS,pcs,9.1,EUR,,no,no,component-catalog-ALL.csv,
5TJ4306-7,6A 3P-10kA,MCB,switchgear,SIEMENS,pcs,6.2,EUR,,no,no,component-catalog-ALL.csv,
5TJ4310-7,10A 3P-10kA,MCB,switchgear,SIEMENS,pcs,6.2,EUR,,no,no,component-catalog-ALL.csv,
5TJ4316-7,16A 3P-10kA,MCB,switchgear,SIEMENS,pcs,6.2,EUR,,no,no,component-catalog-ALL.csv,
5TJ4320-7,20A 3P-10kA,MCB,switchgear,SIEMENS,pcs,6.2,EUR,,no,no,component-catalog-ALL.csv,
5TJ4325-7,25A 3P-10kA,MCB,switchgear,SIEMENS,pcs,6.2,EUR,,no,no,component-catalog-ALL.csv,
5TJ4332-7,32A 3P-10kA,MCB,switchgear,SIEMENS,pcs,6.2,EUR,,no,no,component-catalog-ALL.csv,
5TJ4340-7,40A 3P-10kA,MCB,switchgear,SIEMENS,pcs,9.3,EUR,,no,no,component-catalog-ALL.csv,
5TJ4350-7,50A 3P-10kA,MCB,switchgear,SIEMENS,pcs,13,EUR,,no,no,component-catalog-ALL.csv,
5TJ4363-7,63A 3P-10kA,MCB,switchgear,SIEMENS,pcs,13,EUR,,no,no,component-catalog-ALL.csv,
5TJ4406-7,6A 4P-10kA,MCB,switchgear,SIEMENS,pcs,8.75,EUR,,no,no,component-catalog-ALL.csv,
5TJ4410-7,10A 4P-10kA,MCB,switchgear,SIEMENS,pcs,8.75,EUR,,no,no,component-catalog-ALL.csv,
5TJ4416-7,16A 4P-10kA,MCB,switchgear,SIEMENS,pcs,8.75,EUR,,no,no,component-catalog-ALL.csv,
5TJ4420-7,20A 4P-10kA,MCB,switchgear,SIEMENS,pcs,8.75,EUR,,no,no,component-catalog-ALL.csv,
5TJ4425-7,25A 4P-10kA,MCB,switchgear,SIEMENS,pcs,8.75,EUR,,no,no,component-catalog-ALL.csv,
5TJ4432-7,32A 4P-10kA,MCB,switchgear,SIEMENS,pcs,8.75,EUR,,no,no,component-catalog-ALL.csv,
5TJ4440-7,40A 4P-10kA,MCB,switchgear,SIEMENS,pcs,13,EUR,,no,no,component-catalog-ALL.csv,
5TJ4450-7,50A 4P-10kA,MCB,switchgear,SIEMENS,pcs,18.35,EUR,,no,no,component-catalog-ALL.csv,
5TJ4463-7,63A 4P-10kA,MCB,switchgear,SIEMENS,pcs,18.35,EUR,,no,no,component-catalog-ALL.csv,
5TJ6106-7,6A SP-6kA,MCB,switchgear,SIEMENS,pcs,1.23,EUR,,no,no,component-catalog-ALL.csv,
