part_number,name,category,bom_category,brand,unit,purchase_price,purchase_currency,kg_per_metre,is_enclosure_cubicle,is_placeholder,source_file,flags
5TJ6110-7,10A SP-6kA,MCB,switchgear,SIEMENS,pcs,1.23,EUR,,no,no,component-catalog-ALL.csv,
5TJ6116-7,16A SP-6kA,MCB,switchgear,SIEMENS,pcs,1.23,EUR,,no,no,component-catalog-ALL.csv,
5TJ6120-7,20A SP-6kA,MCB,switchgear,SIEMENS,pcs,1.23,EUR,,no,no,component-catalog-ALL.csv,
5TJ6125-7,25A SP-6kA,MCB,switchgear,SIEMENS,pcs,1.23,EUR,,no,no,component-catalog-ALL.csv,
5TJ6132-7,32A SP-6kA,MCB,switchgear,SIEMENS,pcs,1.23,EUR,,no,no,component-catalog-ALL.csv,
5TJ6140-7,40A SP-6kA,MCB,switchgear,SIEMENS,pcs,1.86,EUR,,no,no,component-catalog-ALL.csv,
5TJ6150-7,50A SP-6kA,MCB,switchgear,SIEMENS,pcs,2.62,EUR,,no,no,component-catalog-ALL.csv,
5TJ6163-7,63A SP-6kA,MCB,switchgear,SIEMENS,pcs,2.62,EUR,,no,no,component-catalog-ALL.csv,
5TJ6206-7,6A DP-6kA,MCB,switchgear,SIEMENS,pcs,3.49,EUR,,no,no,component-catalog-ALL.csv,
5TJ6210-7,10A DP-6kA,MCB,switchgear,SIEMENS,pcs,3.49,EUR,,no,no,component-catalog-ALL.csv,
5TJ6216-7,16A DP-6kA,MCB,switchgear,SIEMENS,pcs,3.49,EUR,,no,no,component-catalog-ALL.csv,
5TJ6220-7,20A DP-6kA,MCB,switchgear,SIEMENS,pcs,3.49,EUR,,no,no,component-catalog-ALL.csv,
5TJ6225-7,25A DP-6kA,MCB,switchgear,SIEMENS,pcs,3.49,EUR,,no,no,component-catalog-ALL.csv,
5TJ6232-7,32A DP-6kA,MCB,switchgear,SIEMENS,pcs,3.49,EUR,,no,no,component-catalog-ALL.csv,
5TJ6240-7,40A DP-6kA,MCB,switchgear,SIEMENS,pcs,5.25,EUR,,no,no,component-catalog-ALL.csv,
5TJ6250-7,50A DP-6kA,MCB,switchgear,SIEMENS,pcs,7.3,EUR,,no,no,component-catalog-ALL.csv,
5TJ6263-7,63A DP-6kA,MCB,switchgear,SIEMENS,pcs,7.3,EUR,,no,no,component-catalog-ALL.csv,
5TJ6306-7,6A 3P-6kA,MCB,switchgear,SIEMENS,pcs,4.98,EUR,,no,no,component-catalog-ALL.csv,
5TJ6310-7,10A 3P-6kA,MCB,switchgear,SIEMENS,pcs,4.98,EUR,,no,no,component-catalog-ALL.csv,
5TJ6316-7,16A 3P-6kA,MCB,switchgear,SIEMENS,pcs,4.98,EUR,,no,no,component-catalog-ALL.csv,
5TJ6320-7,20A 3P-6kA,MCB,switchgear,SIEMENS,pcs,4.98,EUR,,no,no,component-catalog-ALL.csv,
5TJ6325-7,25A 3P-6kA,MCB,switchgear,SIEMENS,pcs,4.98,EUR,,no,no,component-catalog-ALL.csv,
5TJ6332-7,32A 3P-6kA,MCB,switchgear,SIEMENS,pcs,4.98,EUR,,no,no,component-catalog-ALL.csv,
5TJ6340-7,40A 3P-6kA,MCB,switchgear,SIEMENS,pcs,7.5,EUR,,no,no,component-catalog-ALL.csv,
5TJ6350-7,50A 3P-6kA,MCB,switchgear,SIEMENS,pcs,10.45,EUR,,no,no,component-catalog-ALL.csv,
5TJ6363-7,63A 3P-6kA,MCB,switchgear,SIEMENS,pcs,10.45,EUR,,no,no,component-catalog-ALL.csv,
5TJ6406-7,6A 4P-6kA,MCB,switchgear,SIEMENS,pcs,6.95,EUR,,no,no,component-catalog-ALL.csv,
5TJ6410-7,10A 4P-6kA,MCB,switchgear,SIEMENS,pcs,6.95,EUR,,no,no,component-catalog-ALL.csv,
5TJ6416-7,16A 4P-6kA,MCB,switchgear,SIEMENS,pcs,6.95,EUR,,no,no,component-catalog-ALL.csv,
5TJ6420-7,20A 4P-6kA,MCB,switchgear,SIEMENS,pcs,6.95,EUR,,no,no,component-catalog-ALL.csv,
5TJ6425-7,25A 4P-6kA,MCB,switchgear,SIEMENS,pcs,6.95,EUR,,no,no,component-catalog-ALL.csv,
5TJ6432-7,32A 4P-6kA,MCB,switchgear,SIEMENS,pcs,6.95,EUR,,no,no,component-catalog-ALL.csv,
5TJ6440-7,40A 4P-6kA,MCB,switchgear,SIEMENS,pcs,10.45,EUR,,no,no,component-catalog-ALL.csv,
5TJ6450-7,50A 4P-6kA,MCB,switchgear,SIEMENS,pcs,14.65,EUR,,no,no,component-catalog-ALL.csv,
5TJ6463-7,63A 4P-6kA,MCB,switchgear,SIEMENS,pcs,14.65,EUR,,no,no,component-catalog-ALL.csv,
CSESL125FMU125A3P,125A TP Adjustable MCCB,MCCB,switchgear,,pcs,,,,no,yes,kits-export-2026-08-20 APFC BANK.xlsx,from-kits no-price placeholder
CS400NATU4004,400A FP Adj. Therm. Mag MCCB 65KA,MCCB,switchgear,C&S,pcs,184,EUR,,no,no,component-C&S.csv,
CS630NATU6303,630A TP Adj Therm Mag MCCB 630AF 65KA,MCCB,switchgear,C&S,pcs,275,EUR,,no,no,component-C&S.csv,price-differs:component-C&S.csv=241.5
CS800NATU800A3P,800A TP MCCB Adj Thermal Adj Mag.Trip Unit 65KA,MCCB,switchgear,C&S,pcs,404.08,EUR,,no,no,component-C&S.csv,
CSE2M250ATM3P-160A.,160A TP Adj Therm Adj Mag MCCB 25KA,MCCB,switchgear,C&S,pcs,58.75,EUR,,no,no,component-C&S.csv,
CSE2M250ATM3P-200A,200A TP Adj Therm Adj Mag MCCB 25KA,MCCB,switchgear,C&S,pcs,58.75,EUR,,no,no,component-C&S.csv,
CSE2M250ATM3P-250A,250A TP Adj Therm Adj Mag MCCB 25kA,MCCB,switchgear,C&S,pcs,61.25,EUR,,no,no,component-C&S.csv,
CSE2M250ATM4P-160A,160A 4P ADJ Therm Adj Mag MCCB 25KA,MCCB,switchgear,C&S,pcs,82.25,EUR,,no,no,component-C&S.csv,
CSE2M250ATM4P-200A,200A 4P ADJ Therm Adj Mag MCCB 25KA,MCCB,switchgear,C&S,pcs,94,EUR,,no,no,component-C&S.csv,
CSE2M250ATM4P-250A,250A 4P ADJ Therm Adj Mag MCCB 25KA,MCCB,switchgear,C&S,pcs,95.25,EUR,,no,no,component-C&S.csv,
CSE3M400ATM3P-400A,400A TP Adj Therm Adj Mag MCCB 25KA,MCCB,switchgear,C&S,pcs,119.25,EUR,,no,no,component-C&S.csv,
CSE3M400ATM4P-400A,400A FP Adj. Therm. Mag MCCB 25KA,MCCB,switchgear,C&S,pcs,179.5,EUR,,no,no,component-C&S.csv,
CSE3NN400ATM4P-400A,400A 4P ADJ Therm Adj Mag MCCB 36KA,MCCB,switchgear,C&S,pcs,179.25,EUR,,no,no,component-C&S.csv,
CSE4NN630ATM3P-500A,500A TP Adj Therm Adj. Mag MCCB 630AF 36KA,MCCB,switchgear,C&S,pcs,197.5,EUR,,no,no,component-C&S.csv,
CSE4NN630ATM3P-630A,630A TP Adj Therm Mag MCCB 630AF 36KA,MCCB,switchgear,C&S,pcs,210.25,EUR,,no,no,component-C&S.csv,price-differs:component-C&S.csv=201
CSESL125FMU3P-100A,100A TP Adj Therm Fix Mag MCCB 125AF 18KA,MCCB,switchgear,C&S,pcs,26.75,EUR,,no,no,component-C&S.csv,
CSESL125FMU3P-125A,125A TP Adj Therm Fix Mag MCCB 125AF 18KA,MCCB,switchgear,C&S,pcs,26.75,EUR,,no,no,component-C&S.csv,
CSESL125FMU3P-63A,60A TP Adj Therm Fix Mag MCCB 125AF 18KA,MCCB,switchgear,C&S,pcs,26.75,EUR,,no,no,component-C&S.csv,
CSESL125FMU3P-80A,80A TP Adj Therm Fix Mag MCCB 125AF 18KA,MCCB,switchgear,C&S,pcs,32.75,EUR,,no,no,component-C&S.csv,
CSESL125FMU4P-100A,100A 4P ADJ Therm Fix. Mag 18KA,MCCB,switchgear,C&S,pcs,32.75,EUR,,no,no,component-C&S.csv,
CSESL125FMU4P-63A,63A 4P ADJ Therm Fix. Mag 18KA,MCCB,switchgear,C&S,pcs,32.5,EUR,,no,no,component-C&S.csv,
3VJ1002-0DA22-0AA0,"20A,DP,MCCB, Fixed, 10kA",MCCB,switchgear,SIEMENS,pcs,15.63,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-0DA32-0AA0,"20A,TP,MCCB, Fixed, 10kA",MCCB,switchgear,SIEMENS,pcs,22.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-0DB32-0AA0,"20A,TP,MCCB, Adjustable, 10kA",MCCB,switchgear,SIEMENS,pcs,22.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-0EA42-0AA0,"20A,4P,MCCB, Fixed, 10kA",MCCB,switchgear,SIEMENS,pcs,28.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-0EB42-0AA0,"20A,4P,MCCB, Adjustable, 10kA",MCCB,switchgear,SIEMENS,pcs,29.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-1DA32-0AA0,"20A,TP,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,27.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-1DB32-0AA0,"20A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,27.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-1EA42-0AA0,"20A,4P,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,35.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-1EB42-0AA0,"20A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,35.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-3DA32-0AA0,"20A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-3DB32-0AA0,"20A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,32.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-3EA42-0AA0,"20A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,41.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1002-3EB42-0AA0,"20A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,42.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-0DA22-0AA0,"32A,DP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,15.63,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-0DA32-0AA0,"32A,TP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,22.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-0DB32-0AA0,"32A,TP,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,22.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-0EA42-0AA0,"32A,4P,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,28.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-0EB42-0AA0,"32A,4P,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,29.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-1DA32-0AA0,"32A,TP,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,27.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-1DB32-0AA0,"32A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,27.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-1EA42-0AA0,"32A,4P,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,35.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-1EB42-0AA0,"32A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,35.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-3DA32-0AA0,"32A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-3DB32-0AA0,"32A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,32.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-3EA42-0AA0,"32A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,41.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1003-3EB42-0AA0,"32A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,42.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-0DA22-0AA0,"40A,DP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,15.63,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-0DA32-0AA0,"40A,TP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,22.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-0DB32-0AA0,"40A,TP,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,22.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-0EA42-0AA0,"40A,4P,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,28.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-0EB42-0AA0,"40A,4P,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,29.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-1DA32-0AA0,"40A,TP,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,27.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-1DB32-0AA0,"40A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,27.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-1EA42-0AA0,"40A,4P,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,35.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-1EB42-0AA0,"40A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,35.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-3DA32-0AA0,"40A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-3DB32-0AA0,"40A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,32.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-3EA42-0AA0,"40A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,41.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1004-3EB42-0AA0,"40A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,42.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-0DA22-0AA0,"50A,DP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,15.63,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-0DA32-0AA0,"50A,TP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,22.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-0DB32-0AA0,"50A,TP,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,22.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-0EA42-0AA0,"50A,4P,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,28.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-0EB42-0AA0,"50A,4P,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,29.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-1DA32-0AA0,"50A,TP,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,27.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-1DB32-0AA0,"50A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,27.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-1EA42-0AA0,"50A,4P,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,35.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-1EB42-0AA0,"50A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,35.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-3DA32-0AA0,"50A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-3DB32-0AA0,"50A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,32.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-3EA42-0AA0,"50A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,41.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1005-3EB42-0AA0,"50A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,42.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-0DA22-0AA0,"63A,DP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,15.63,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-0DA32-0AA0,"63A,TP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,22.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-0DB32-0AA0,"63A,TP,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,22.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-0EA42-0AA0,"63A,4P,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,28.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-0EB42-0AA0,"63A,4P,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,29.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-1DA32-0AA0,"63A,TP,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,27.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-1DB32-0AA0,"63A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,27.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-1EA42-0AA0,"63A,4P,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,35.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-1EB42-0AA0,"63A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,35.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-3DA32-0AA0,"63A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-3DB32-0AA0,"63A,TP,MCCB, Adjustable 25kA",MCCB,switchgear,SIEMENS,pcs,32.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-3EA42-0AA0,"63A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,41.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1006-3EB42-0AA0,"63A,4P,MCCB, Adjustable 25kA",MCCB,switchgear,SIEMENS,pcs,42.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-0DA22-0AA0,"80A,DP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,15.63,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-0DA32-0AA0,"80A,TP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,22.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-0DB32-0AA0,"80A,TP,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,22.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-0EA42-0AA0,"80A,4P,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,28.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-0EB42-0AA0,"80A,4P,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,29.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-1DA32-0AA0,"80A,TP,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,27.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-1DB32-0AA0,"80A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,27.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-1EA42-0AA0,"80A,4P,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,35.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-1EB42-0AA0,"80A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,35.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-3DA32-0AA0,"80A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-3DB32-0AA0,"80A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,32.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-3EA42-0AA0,"80A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,41.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1008-3EB42-0AA0,"80A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,42.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-0DA22-0AA0,"100A,DP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,15.63,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-0DA32-0AA0,"100A,TP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,22.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-0DB32-0AA0,"100A,TP,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,22.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-0EA42-0AA0,"100A,4P,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,28.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-0EB42-0AA0,"100A,4P,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,29.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-1DA32-0AA0,"100A,TP,MCCB, Fixed,18kA",MCCB,switchgear,SIEMENS,pcs,27.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-1DB32-0AA0,"100A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,27.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-1EA42-0AA0,"100A,4P,MCCB, Fixed,18kA",MCCB,switchgear,SIEMENS,pcs,35.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-1EB42-0AA0,"100A,4P,MCCB, Adjustable,18kA",MCCB,switchgear,SIEMENS,pcs,35.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-3DA32-0AA0,"100A,TP,MCCB, Fixed,25kA",MCCB,switchgear,SIEMENS,pcs,32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-3DB32-0AA0,"100A,TP,MCCB, Adjustable,25kA",MCCB,switchgear,SIEMENS,pcs,32.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-3EA42-0AA0,"100A,4P,MCCB, Fixed,25kA",MCCB,switchgear,SIEMENS,pcs,41.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1010-3EB42-0AA0,"100A,4P,MCCB, Adjustable,25kA",MCCB,switchgear,SIEMENS,pcs,42.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-0DA22-0AA0,"125A,DP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,24.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-0DA32-0AA0,"125A,TP,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,35.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-0DB32-0AA0,"125A,TP,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,36.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-0EA42-0AA0,"125A,4P,MCCB, Fixed,10kA",MCCB,switchgear,SIEMENS,pcs,46.24,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-0EB42-0AA0,"125A,4P,MCCB, Adjustable,10kA",MCCB,switchgear,SIEMENS,pcs,47.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-1DA32-0AA0,"125A,TP,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,43.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-1DB32-0AA0,"125A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,44.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-1EA42-0AA0,"125A,4P,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,56.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-1EB42-0AA0,"125A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,57.76,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-3DA32-0AA0,"125A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,51.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-3DB32-0AA0,"125A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,52,EUR,,no,no,component-catalog-ALL.csv,
3VJ1012-3EB42-0AA0,"125A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,67.52,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-0DA22-0AA0,"25A,DP,MCCB, Fixed, 10kA",MCCB,switchgear,SIEMENS,pcs,15.63,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-0DA32-0AA0,"25A,TP,MCCB, Fixed, 10kA",MCCB,switchgear,SIEMENS,pcs,22.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-0DB32-0AA0,"25A,TP,MCCB, Adjustable, 10kA",MCCB,switchgear,SIEMENS,pcs,22.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-0EA42-0AA0,"25A,4P,MCCB, Fixed, 10kA",MCCB,switchgear,SIEMENS,pcs,28.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-0EB42-0AA0,"25A,4P,MCCB, Adjustable, 10kA",MCCB,switchgear,SIEMENS,pcs,29.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-1DA32-0AA0,"25A,TP,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,27.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-1DB32-0AA0,"25A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,27.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-1EA42-0AA0,"25A,4P,MCCB, Fixed, 18kA",MCCB,switchgear,SIEMENS,pcs,35.36,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-1EB42-0AA0,"25A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,35.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-3DA32-0AA0,"25A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,32,EUR,,no,no,component-catalog-ALL.csv,
