partNumber,description,category,priceEur,purchaseCurrency,listSellingPrice,unit,brand,rating,poles,breakingCapacity,frameSize,notes
3VJ1006-3EB42-0AA0,"63A,4P,MCCB, Adjustable 25kA",MCCB,42.08,EUR,0,1,SIEMENS,,,,,
3VJ1008-3EB42-0AA0,"80A,4P,MCCB, Adjustable, 25kA",MCCB,42.08,EUR,0,1,SIEMENS,,,,,
3VJ1010-3EB42-0AA0,"100A,4P,MCCB, Adjustable,25kA",MCCB,42.08,EUR,0,1,SIEMENS,,,,,
3VJ1012-3EB42-0AA0,"125A,4P,MCCB, Adjustable, 25kA",MCCB,67.52,EUR,0,1,SIEMENS,,,,,
,3VJ11 SERIES,,,,,,,,,,,
3VJ1192-3DA32-0AA0,"25A,TP,MCCB, Fixed, 25kA",MCCB,33.12,EUR,0,1,SIEMENS,,,,,
3VJ1103-3DA32-0AA0,"32A,TP,MCCB, Fixed, 25kA",MCCB,33.12,EUR,0,1,SIEMENS,,,,,
3VJ1104-3DA32-0AA0,"40A,TP,MCCB, Fixed, 25kA",MCCB,33.12,EUR,0,1,SIEMENS,,,,,
3VJ1105-3DA32-0AA0,"50A,TP,MCCB, Fixed, 25kA",MCCB,33.12,EUR,0,1,SIEMENS,,,,,
3VJ1106-3DA32-0AA0,"63A,TP,MCCB, Fixed,25kA",MCCB,33.12,EUR,0,1,SIEMENS,,,,,
3VJ1108-3DA32-0AA0,"80A,TP,MCCB, Fixed, 25kA",MCCB,33.12,EUR,0,1,SIEMENS,,,,,
3VJ1110-3DA32-0AA0,"100A,TP,MCCB, Fixed, 25kA",MCCB,33.12,EUR,0,1,SIEMENS,,,,,
3VJ1112-3DA32-0AA0,"125A,TP,MCCB, Fixed, 25kA",MCCB,53.44,EUR,0,1,SIEMENS,,,,,
3VJ1192-3EA42-0AA0,"25A,4P,MCCB, Fixed, 25kA",MCCB,43.2,EUR,0,1,SIEMENS,,,,,
3VJ1103-3EA42-0AA0,"32A,4P,MCCB, Fixed, 25kA",MCCB,43.2,EUR,0,1,SIEMENS,,,,,
3VJ1104-3EA42-0AA0,"40A,4P,MCCB, Fixed, 25kA",MCCB,43.2,EUR,0,1,SIEMENS,,,,,
3VJ1105-3EA42-0AA0,"50A,4P,MCCB, Fixed, 25kA",MCCB,43.2,EUR,0,1,SIEMENS,,,,,
3VJ1106-3EA42-0AA0,"63A,4P,MCCB, Fixed,25kA",MCCB,43.2,EUR,0,1,SIEMENS,,,,,
3VJ1108-3EA42-0AA0,"80A,4P,MCCB, Fixed, 25kA",MCCB,43.2,EUR,0,1,SIEMENS,,,,,
3VJ1110-3EA42-0AA0,"100A,4P,MCCB, Fixed, 25kA",MCCB,43.2,EUR,0,1,SIEMENS,,,,,
3VJ1112-3EA42-0AA0,"125A,4P,MCCB, Fixed, 25kA",MCCB,69.28,EUR,0,1,SIEMENS,,,,,
3VJ1192-3DB32-0AA0,"25A,TP,MCCB, Adjustable, 25kA",MCCB,34.08,EUR,0,1,SIEMENS,,,,,
3VJ1103-3DB32-0AA0,"32A,TP,MCCB, Adjustable, 25kA",MCCB,34.08,EUR,0,1,SIEMENS,,,,,
3VJ1104-3DB32-0AA0,"40A,TP,MCCB, Adjustable, 25kA",MCCB,34.08,EUR,0,1,SIEMENS,,,,,
3VJ1105-3DB32-0AA0,"50A,TP,MCCB, Adjustable, 25kA",MCCB,34.08,EUR,0,1,SIEMENS,,,,,
3VJ1106-3DB32-0AA0,"63A,TP,MCCB, Adjustable,25kA",MCCB,34.08,EUR,0,1,SIEMENS,,,,,
3VJ1108-3DB32-0AA0,"80A,TP,MCCB, Adjustable, 25kA",MCCB,34.08,EUR,0,1,SIEMENS,,,,,
3VJ1110-3DB32-0AA0,"100A,TP,MCCB, Adjustable, 25kA",MCCB,34.08,EUR,0,1,SIEMENS,,,,,
3VJ1112-3DB32-0AA0,"125A,TP,MCCB, Adjustable, 25kA",MCCB,54.24,EUR,0,1,SIEMENS,,,,,
3VJ1192-3EB42-0AA0,"25A,4P,MCCB, Adjustable, 25kA",MCCB,44.48,EUR,0,1,SIEMENS,,,,,
3VJ1103-3EB42-0AA0,"32A,4P,MCCB, Adjustable, 25kA",MCCB,44.48,EUR,0,1,SIEMENS,,,,,
3VJ1104-3EB42-0AA0,"40A,4P,MCCB, Adjustable, 25kA",MCCB,44.48,EUR,0,1,SIEMENS,,,,,
3VJ1105-3EB42-0AA0,"50A,4P,MCCB, Adjustable, 25kA",MCCB,44.48,EUR,0,1,SIEMENS,,,,,
3VJ1106-3EB42-0AA0,"63A,4P,MCCB, Adjustable,25kA",MCCB,44.48,EUR,0,1,SIEMENS,,,,,
3VJ1108-3EB42-0AA0,"80A,4P,MCCB, Adjustable, 25kA",MCCB,44.48,EUR,0,1,SIEMENS,,,,,
3VJ1110-3EB42-0AA0,"100A,4P,MCCB, Adjustable, 25kA",MCCB,44.48,EUR,0,1,SIEMENS,,,,,
3VJ1112-3EB42-0AA0,"125A,4P,MCCB, Adjustable, 25kA",MCCB,70.4,EUR,0,1,SIEMENS,,,,,
3VJ1192-5DA32-0AA0,"25A,TP,MCCB, Fixed, 36kA",MCCB,36.16,EUR,0,1,SIEMENS,,,,,
3VJ1103-5DA32-0AA0,"32A,TP,MCCB, Fixed, 36kA",MCCB,36.16,EUR,0,1,SIEMENS,,,,,
3VJ1104-5DA32-0AA0,"40A,TP,MCCB, Fixed, 36kA",MCCB,36.16,EUR,0,1,SIEMENS,,,,,
3VJ1105-5DA32-0AA0,"50A,TP,MCCB, Fixed, 36kA",MCCB,36.16,EUR,0,1,SIEMENS,,,,,
3VJ1106-5DA32-0AA0,"63A,TP,MCCB, Fixed, 36kA",MCCB,36.16,EUR,0,1,SIEMENS,,,,,
3VJ1108-5DA32-0AA0,"80A,TP,MCCB, Fixed, 36kA",MCCB,36.16,EUR,0,1,SIEMENS,,,,,
3VJ1110-5DA32-0AA0,"100A,TP,MCCB, Fixed, 36kA",MCCB,36.16,EUR,0,1,SIEMENS,,,,,
3VJ1112-5DA32-0AA0,"125A,TP,MCCB, Fixed, 36kA",MCCB,58.08,EUR,0,1,SIEMENS,,,,,
3VJ1192-5EA42-0AA0,"25A,4P,MCCB, Fixed, 36kA",MCCB,47.04,EUR,0,1,SIEMENS,,,,,
3VJ1103-5EA42-0AA0,"32A,4P,MCCB, Fixed, 36kA",MCCB,47.04,EUR,0,1,SIEMENS,,,,,
3VJ1104-5EA42-0AA0,"40A,4P,MCCB, Fixed, 36kA",MCCB,47.04,EUR,0,1,SIEMENS,,,,,
3VJ1105-5EA42-0AA0,"50A,4P,MCCB, Fixed, 36kA",MCCB,47.04,EUR,0,1,SIEMENS,,,,,
3VJ1106-5EA42-0AA0,"63A,4P,MCCB, Fixed, 36kA",MCCB,47.04,EUR,0,1,SIEMENS,,,,,
3VJ1108-5EA42-0AA0,"80A,4P,MCCB, Fixed, 36kA",MCCB,47.04,EUR,0,1,SIEMENS,,,,,
3VJ1110-5EA42-0AA0,"100A,4P,MCCB, Fixed, 36kA",MCCB,47.04,EUR,0,1,SIEMENS,,,,,
3VJ1112-5EA42-0AA0,"125A,4P,MCCB, Fixed, 36kA",MCCB,75.04,EUR,0,1,SIEMENS,,,,,
3VJ1192-5DB32-0AA0,"25A,TP,MCCB, Adjustable, 36kA",MCCB,37.12,EUR,0,1,SIEMENS,,,,,
3VJ1103-5DB32-0AA0,"32A,TP,MCCB, Adjustable, 36kA",MCCB,37.12,EUR,0,1,SIEMENS,,,,,
3VJ1104-5DB32-0AA0,"40A,TP,MCCB, Adjustable,  36kA",MCCB,37.12,EUR,0,1,SIEMENS,,,,,
3VJ1105-5DB32-0AA0,"50A,TP,MCCB, Adjustable,  36kA",MCCB,37.12,EUR,0,1,SIEMENS,,,,,
3VJ1106-5DB32-0AA0,"63A,TP,MCCB, Adjustable,  36kA",MCCB,37.12,EUR,0,1,SIEMENS,,,,,
3VJ1108-5DB32-0AA0,"80A,TP,MCCB, Adjustable,  36kA",MCCB,37.12,EUR,0,1,SIEMENS,,,,,
3VJ1110-5DB32-0AA0,"100A,TP,MCCB, Adjustable, , 36kA",MCCB,37.12,EUR,0,1,SIEMENS,,,,,
3VJ1112-5DB32-0AA0,"125A,TP,MCCB, Adjustable,  36kA",MCCB,58.88,EUR,0,1,SIEMENS,,,,,
3VJ1192-5EB42-0AA0,"25A,  4P,MCCB, Adjustable, 36kA",MCCB,48,EUR,0,1,SIEMENS,,,,,
3VJ1103-5EB42-0AA0,"32A,4P,MCCB, Adjustable, 36kA",MCCB,48,EUR,0,1,SIEMENS,,,,,
3VJ1104-5EB42-0AA0,"40A,4P,MCCB, Adjustable,  36kA",MCCB,48,EUR,0,1,SIEMENS,,,,,
3VJ1105-5EB42-0AA0,"50A,4P,MCCB, Adjustable,  36kA",MCCB,48,EUR,0,1,SIEMENS,,,,,
3VJ1106-5EB42-0AA0,"63A,4P,MCCB, Adjustable,  36kA",MCCB,48,EUR,0,1,SIEMENS,,,,,
3VJ1108-5EB42-0AA0,"80A,4P,MCCB, Adjustable,  36kA",MCCB,48,EUR,0,1,SIEMENS,,,,,
3VJ1110-5EB42-0AA0,"100A,4P,MCCB, Adjustable, , 36kA",MCCB,48,EUR,0,1,SIEMENS,,,,,
3VJ1112-5EB42-0AA0,"125A,4P,MCCB, Adjustable,  36kA",MCCB,76.8,EUR,0,1,SIEMENS,,,,,
3VJ1192-7DA32-0AA0,"25A,TP,MCCB, Fixed, 55A",MCCB,39.68,EUR,0,1,SIEMENS,,,,,
3VJ1103-7DA32-0AA0,"32A,TP,MCCB, Fixed, 55kA",MCCB,39.68,EUR,0,1,SIEMENS,,,,,
3VJ1104-7DA32-0AA0,"40A,TP,MCCB, Fixed, 55kA",MCCB,39.68,EUR,0,1,SIEMENS,,,,,
3VJ1105-7DA32-0AA0,"50A,TP,MCCB, Fixed, 55kA",MCCB,39.68,EUR,0,1,SIEMENS,,,,,
3VJ1106-7DA32-0AA0,"63A,TP,MCCB, Fixed, 55kA",MCCB,39.68,EUR,0,1,SIEMENS,,,,,
3VJ1108-7DA32-0AA0,"80A,TP,MCCB, Fixed, 55kA",MCCB,39.68,EUR,0,1,SIEMENS,,,,,
3VJ1110-7DA32-0AA0,"100A,TP,MCCB, Fixed, 55kA",MCCB,39.68,EUR,0,1,SIEMENS,,,,,
3VJ1112-7DA32-0AA0,"125A,TP,MCCB, Fixed, 55kA",MCCB,64,EUR,0,1,SIEMENS,,,,,
3VJ1192-7EA42-0AA0,"25A,4P,MCCB, Fixed, 55kA",MCCB,51.68,EUR,0,1,SIEMENS,,,,,
3VJ1103-7EA42-0AA0,"32A,4P,MCCB, Fixed, 55kA",MCCB,51.68,EUR,0,1,SIEMENS,,,,,
3VJ1104-7EA42-0AA0,"40A,4P,MCCB, Fixed, 55kA",MCCB,51.68,EUR,0,1,SIEMENS,,,,,
3VJ1105-7EA42-0AA0,"50A,4P,MCCB, Fixed, 55kA",MCCB,51.68,EUR,0,1,SIEMENS,,,,,
3VJ1106-7EA42-0AA0,"63A,4P,MCCB, Fixed, 55kA",MCCB,51.68,EUR,0,1,SIEMENS,,,,,
3VJ1108-7EA42-0AA0,"80A,4P,MCCB, Fixed, 55kA",MCCB,51.68,EUR,0,1,SIEMENS,,,,,
3VJ1110-7EA42-0AA0,"100A,4P,MCCB, Fixed, 55kA",MCCB,51.68,EUR,0,1,SIEMENS,,,,,
3VJ1112-7EA42-0AA0,"125A,4P,MCCB, Fixed, 55kA",MCCB,82.72,EUR,0,1,SIEMENS,,,,,
3VJ1192-7DB32-0AA0,"25A,TP,MCCB, Adjustable, 55A",MCCB,40.64,EUR,0,1,SIEMENS,,,,,
3VJ1103-7DB32-0AA0,"32A,TP,MCCB,Adjustable, 55kA",MCCB,40.64,EUR,0,1,SIEMENS,,,,,
3VJ1104-7DB32-0AA0,"40A,TP,MCCB, Adjustable, 55kA",MCCB,40.64,EUR,0,1,SIEMENS,,,,,
3VJ1105-7DB32-0AA0,"50A,TP,MCCB, Adjustable, 55kA",MCCB,40.64,EUR,0,1,SIEMENS,,,,,
3VJ1106-7DB32-0AA0,"63A,TP,MCCB, Adjustable, 55kA",MCCB,40.64,EUR,0,1,SIEMENS,,,,,
3VJ1108-7DB32-0AA0,"80A,TP,MCCB, Adjustable, 55kA",MCCB,40.64,EUR,0,1,SIEMENS,,,,,
3VJ1110-7DB32-0AA0,"100A,TP,MCCB, Adjustable, 55kA",MCCB,40.64,EUR,0,1,SIEMENS,,,,,
3VJ1112-7DB32-0AA0,"125A,TP,MCCB, Adjustable 55kA",MCCB,64.96,EUR,0,1,SIEMENS,,,,,
3VJ1192-7EB42-0AA0,"25A,4P,MCCB, Adjustable, 55kA",MCCB,53.12,EUR,0,1,SIEMENS,,,,,
3VJ1103-7EB42-0AA0,"32A,4P,MCCB,Adjustable, 55kA",MCCB,53.12,EUR,0,1,SIEMENS,,,,,
3VJ1104-7EB42-0AA0,"40A,4P,MCCB, Adjustable, 55kA",MCCB,53.12,EUR,0,1,SIEMENS,,,,,
3VJ1105-7EB42-0AA0,"50A,4P,MCCB, Adjustable, 55kA",MCCB,53.12,EUR,0,1,SIEMENS,,,,,
3VJ1106-7EB42-0AA0,"63A,4P,MCCB,Adjustable, 55kA",MCCB,53.12,EUR,0,1,SIEMENS,,,,,
3VJ1108-7EB42-0AA0,"80A,4P,MCCB, Adjustable, 55kA",MCCB,53.12,EUR,0,1,SIEMENS,,,,,
3VJ1110-7EB42-0AA0,"100A,4P,MCCB, Adjustable, 55kA",MCCB,53.12,EUR,0,1,SIEMENS,,,,,
3VJ1112-7EB42-0AA0,"125A,4P,MCCB, Adjustable, 55kA",MCCB,84.48,EUR,0,1,SIEMENS,,,,,
,3VJ12 SERIES,,,,,1,SIEMENS,,,,,
3VJ1216-1DB32-0AA0,"160A,TP,MCCB, Adjustable, 18kA",MCCB,60.16,EUR,0,1,SIEMENS,,,,,
3VJ1220-1DB32-0AA0,"200A,TP,MCCB, Adjustable,18kA",MCCB,75.04,EUR,0,1,SIEMENS,,,,,
3VJ1225-1DB32-0AA0,"250A,TP,MCCB, Adjustable, 18kA",MCCB,84.64,EUR,0,1,SIEMENS,,,,,
3VJ1216-1EB42-0AA0,"160A,4P,MCCB, Adjustable, 18kA",MCCB,78.4,EUR,0,1,SIEMENS,,,,,
3VJ1220-1EB42-0AA0,"200A,4P,MCCB, Adjustable,18kA",MCCB,97.92,EUR,0,1,SIEMENS,,,,,
3VJ1225-1EB42-0AA0,"250A,4P,MCCB, Adjustable, 18kA",MCCB,109.76,EUR,0,1,SIEMENS,,,,,
3VJ1216-3DA32-0AA0,"160A,TP,MCCB, Fixed, 25kA",MCCB,69.6,EUR,0,1,SIEMENS,,,,,
3VJ1220-3DA32-0AA0,"200A,TP,MCCB, Fixed, 25kA",MCCB,86.88,EUR,0,1,SIEMENS,,,,,
3VJ1225-3DA32-0AA0,"250A,TP,MCCB, Fixed, 25kA",MCCB,97.12,EUR,0,1,SIEMENS,,,,,
3VJ1216-3EA42-0AA0,"160A,4P,MCCB, Fixed, 25kA",MCCB,90.4,EUR,0,1,SIEMENS,,,,,
3VJ1220-3EA42-0AA0,"200A,4P,MCCB, Fixed, 25kA",MCCB,112.8,EUR,0,1,SIEMENS,,,,,
3VJ1225-3EA42-0AA0,"250A,4P,MCCB, Fixed, 25kA",MCCB,126.72,EUR,0,1,SIEMENS,,,,,
3VJ1216-3DB32-0AA0,"160A,TP,MCCB, Adjustable, 25kA",MCCB,70.88,EUR,0,1,SIEMENS,,,,,
3VJ1220-3DB32-0AA0,"200A,TP,MCCB, Adjustable, 25kA",MCCB,88.64,EUR,0,1,SIEMENS,,,,,
3VJ1225-3DB32-0AA0,"250A,TP,MCCB, Adjustable, 25kA",MCCB,99.52,EUR,0,1,SIEMENS,,,,,
3VJ1216-3EB42-0AA0,"160A,4P,MCCB, Adjustable, 25kA",MCCB,92.48,EUR,0,1,SIEMENS,,,,,
3VJ1220-3EB42-0AA0,"200A,4P,MCCB, Adjustable, 25kA",MCCB,115.2,EUR,0,1,SIEMENS,,,,,
3VJ1225-3EB42-0AA0,"250A,4P,MCCB, Adjustable, 25kA",MCCB,129.28,EUR,0,1,SIEMENS,,,,,
3VJ1216-5DA32-0AA0,"160A,TP,MCCB, Fixed, 36kA",MCCB,75.52,EUR,0,1,SIEMENS,,,,,
3VJ1220-5DA32-0AA0,"200A,TP,MCCB, Fixed, 36kA",MCCB,94.56,EUR,0,1,SIEMENS,,,,,
3VJ1225-5DA32-0AA0,"250A,TP,MCCB, Fixed, 36kA",MCCB,105.76,EUR,0,1,SIEMENS,,,,,
3VJ1216-5EA42-0AA0,"160A,4P,MCCB, Fixed, 36kA",MCCB,98.08,EUR,0,1,SIEMENS,,,,,
3VJ1220-5EA42-0AA0,"200A,4P,MCCB, Fixed, 36kA",MCCB,122.88,EUR,0,1,SIEMENS,,,,,
3VJ1225-5EA42-0AA0,"250A,4P,MCCB, Fixed, 36kA",MCCB,137.6,EUR,0,1,SIEMENS,,,,,
3VJ1216-5DB32-0AA0,"160A,TP,MCCB, Adjustable,  36kA",MCCB,76.96,EUR,0,1,SIEMENS,,,,,
3VJ1225-5DB32-0AA0,"250A,TP,MCCB, Adjustable,  36kA",MCCB,108.32,EUR,0,1,SIEMENS,,,,,
3VJ1216-5EB42-0AA0,"160A,4P,MCCB, Adjustable,  36kA",MCCB,100.32,EUR,0,1,SIEMENS,,,,,
3VJ1220-5EB42-0AA0,"200A,4P,MCCB, Adjustable, 36kA",MCCB,125.12,EUR,0,1,SIEMENS,,,,,
3VJ1225-5EB42-0AA0,"250A,4P,MCCB, Adjustable,  36kA",MCCB,140.64,EUR,0,1,SIEMENS,,,,,
3VJ1216-7DA32-0AA0,"160A,TP,MCCB, Fixed, 55kA",MCCB,83.04,EUR,0,1,SIEMENS,,,,,
3VJ1220-7DA32-0AA0,"200A,TP,MCCB, Fixed, 55kA",MCCB,103.68,EUR,0,1,SIEMENS,,,,,
3VJ1225-7DA32-0AA0,"250A,TP,MCCB, Fixed, 55kA",MCCB,116.48,EUR,0,1,SIEMENS,,,,,
3VJ1216-7EA42-0AA0,"160A,4P,MCCB, Fixed, 55kA",MCCB,108.32,EUR,0,1,SIEMENS,,,,,
3VJ1220-7EA42-0AA0,"200A,4P,MCCB, Fixed, 55kA",MCCB,135.04,EUR,0,1,SIEMENS,,,,,
3VJ1225-7EA42-0AA0,"250A,4P,MCCB, Fixed, 55kA",MCCB,151.52,EUR,0,1,SIEMENS,,,,,
3VJ1216-7DB32-0AA0,"160A,TP,MCCB, Adjustable, 55kA",MCCB,84.8,EUR,0,1,SIEMENS,,,,,
3VJ1220-7DB32-0AA0,"200A,TP,MCCB, Adjustable, 55kA",MCCB,105.92,EUR,0,1,SIEMENS,,,,,
3VJ1225-7DB32-0AA0,"250A,TP,MCCB, Adjustable 55kA",MCCB,118.72,EUR,0,1,SIEMENS,,,,,
3VJ1216-7EB42-0AA0,"160A,4P,MCCB, Adjustable, 55kA",MCCB,110.08,EUR,0,1,SIEMENS,,,,,
3VJ1220-7EB42-0AA0,"200A,4P,MCCB, Adjustable, 55kA",MCCB,138.08,EUR,0,1,SIEMENS,,,,,
3VJ1225-7EB42-0AA0,"250A,4P,MCCB, Adjustable, 55kA",MCCB,154.56,EUR,0,1,SIEMENS,,,,,
,3VJ13 SERIES,MCCB,,EUR,0,1,SIEMENS,,,,,
3VJ1332-3DA32-0AA0,"320A,TP,MCCB, Fixed, 25kA",MCCB,127.2,EUR,0,1,SIEMENS,,,,,
3VJ1340-3DA32-0AA0,"400A,TP,MCCB, Fixed, 25kA",MCCB,127.2,EUR,0,1,SIEMENS,,,,,
3VJ1332-3EA42-0AA0,"320A,4P,MCCB, Fixed, 25kA",MCCB,166.4,EUR,0,1,SIEMENS,,,,,
3VJ1340-3EA42-0AA0,"400A,4P,MCCB, Fixed, 25kA",MCCB,166.4,EUR,0,1,SIEMENS,,,,,
3VJ1332-3DB32-0AA0,"320A,TP,MCCB, Adjustable, 25kA",MCCB,129.92,EUR,0,1,SIEMENS,,,,,
3VJ1340-3DB32-0AA0,"400A,TP,MCCB, Adjustable, 25kA",MCCB,129.92,EUR,0,1,SIEMENS,,,,,
3VJ1332-3EB42-0AA0,"320A,4P,MCCB, Adjustable, 25kA",MCCB,171.2,EUR,0,1,SIEMENS,,,,,
3VJ1340-3EB42-0AA0,"400A,4P,MCCB, Adjustable, 25kA",MCCB,171.2,EUR,0,1,SIEMENS,,,,,
3VJ1332-5DA32-0AA0,"320A,TP,MCCB, Fixed, 36kA",MCCB,138.4,EUR,0,1,SIEMENS,,,,,
3VJ1340-5DA32-0AA0,"400A,TP,MCCB, Fixed, 36kA",MCCB,138.4,EUR,0,1,SIEMENS,,,,,
3VJ1332-5EA42-0AA0,"320A,TP,MCCB, Fixed, 36kA",MCCB,180.8,EUR,0,1,SIEMENS,,,,,
3VJ1340-5EA42-0AA0,"400A,4P,MCCB, Fixed, 36kA",MCCB,180.8,EUR,0,1,SIEMENS,,,,,
3VJ1340-5DB32-0AA0,"200A,TP,MCCB, Adjustable, 36kA",MCCB,141.12,EUR,0,1,SIEMENS,,,,,
3VJ1332-5DB32-0AA0,"320A,TP,MCCB, Adjustable,  36kA",MCCB,141.12,EUR,0,1,SIEMENS,,,,,
3VJ1340-5DB32-0AA0,"400A,TP,MCCB, Adjustable,  36kA",MCCB,141.12,EUR,0,1,SIEMENS,,,,,
3VJ1332-5EB42-0AA0,"320A,4P,MCCB, Adjustable,  36kA",MCCB,185.6,EUR,0,1,SIEMENS,,,,,
3VJ1340-5EB42-0AA0,"400A,4P,MCCB, Adjustable,  36kA",MCCB,185.6,EUR,0,1,SIEMENS,,,,,
3VJ1332-7DA32-0AA0,"320A,TP,MCCB, Fixed, 55kA",MCCB,151.84,EUR,0,1,SIEMENS,,,,,
3VJ1340-7DA32-0AA0,"400A,TP,MCCB, Fixed, 55kA",MCCB,151.84,EUR,0,1,SIEMENS,,,,,
3VJ1332-7EA42-0AA0,"320A,TP,MCCB, Fixed, 55kA",MCCB,195.2,EUR,0,1,SIEMENS,,,,,
3VJ1340-7EA42-0AA0,"400A,4P,MCCB, Fixed, 55kA",MCCB,195.2,EUR,0,1,SIEMENS,,,,,
3VJ1332-7DB32-0AA0,"320A,TP,MCCB, Adjustable, 55kA",MCCB,155.2,EUR,0,1,SIEMENS,,,,,
3VJ1340-7DB32-0AA0,"400A,TP,MCCB,Adjustable 55kA",MCCB,155.2,EUR,0,1,SIEMENS,,,,,
3VJ1332-7EB42-0AA0,"320A,TP,MCCB, Adjustable, 55kA",MCCB,201.6,EUR,0,1,SIEMENS,,,,,
3VJ1340-7EB42-0AA0,"400A,4P,MCCB, Adjustable, 55kA",MCCB,201.6,EUR,0,1,SIEMENS,,,,,
,3VJ14 SERIES,MCCB,,EUR,0,1,SIEMENS,,,,,
3VJ1450-5DA32-0AA0,"500A,TP,MCCB, Fixed, 36kA",MCCB,184,EUR,0,1,SIEMENS,,,,,
3VJ1463-5DA32-0AA0,"630A,TP,MCCB, Fixed, 36kA",MCCB,195.2,EUR,0,1,SIEMENS,,,,,
3VJ1450-5EA42-0AA0,"500A,4P,MCCB, Fixed, 36kA",MCCB,236.8,EUR,0,1,SIEMENS,,,,,
3VJ1463-5EA42-0AA0,"630A,4P,MCCB, Fixed, 36kA",MCCB,256,EUR,0,1,SIEMENS,,,,,
3VJ1450-5DB32-0AA0,"500A,TP,MCCB, Adjustable, 36kA",MCCB,187.2,EUR,0,1,SIEMENS,,,,,
3VJ1463-5DB32-0AA0,"630A,TP,MCCB, Adjustable, 36kA",MCCB,198.4,EUR,0,1,SIEMENS,,,,,
3VJ1450-5EB42-0AA0,"500A,4P,MCCB, Adjustable, 36kA",MCCB,244.8,EUR,0,1,SIEMENS,,,,,
3VJ1463-5EB42-0AA0,"630A,4P,MCCB, Adjustable, 36kA",MCCB,259.2,EUR,0,1,SIEMENS,,,,,
3VJ1450-7DA32-0AA0,"500A,TP,MCCB, Fixed, 55kA",MCCB,198.4,EUR,0,1,SIEMENS,,,,,
3VJ1463-7DA32-0AA0,"630A,TP,MCCB, Fixed, 55kA",MCCB,214.4,EUR,0,1,SIEMENS,,,,,
3VJ1450-7EA42-0AA0,"500A,4P,MCCB, Fixed, 55kA",MCCB,259.2,EUR,0,1,SIEMENS,,,,,
3VJ1463-7EA42-0AA0,"630A,4P,MCCB, Fixed, 55kA",MCCB,281.6,EUR,0,1,SIEMENS,,,,,
3VJ1450-7DB32-0AA0,"500A,TP,MCCB, Adjustable, 55kA",MCCB,201.6,EUR,0,1,SIEMENS,,,,,
3VJ1463-7DB32-0AA0,"630A,TP,MCCB, Adjustable, 55kA",MCCB,220.8,EUR,0,1,SIEMENS,,,,,
3VJ1450-7EB42-0AA0,"500A,4P,MCCB, Adjustable, 55kA",MCCB,264,EUR,0,1,SIEMENS,,,,,
3VJ1463-7EB42-0AA0,"630A,4P,MCCB, Adjustable, 55kA",MCCB,288,EUR,0,1,SIEMENS,,,,,
,3VJ ACCESSORIES,,,EUR,0,1,SIEMENS,,,,,
3VJ9018-0AN11,Left Aux Switch (3VJ10),SINOVA MCCB ACCESSORIES,6.2,EUR,0,1,SIEMENS,,,,,
3VJ9218-0AN11,Left Aux Switch (3VJ11 & 12),SINOVA MCCB ACCESSORIES,6.56,EUR,0,1,SIEMENS,,,,,
3VJ9417-0AN11,Left Aux Switch (3VJ13 & 14),SINOVA MCCB ACCESSORIES,7.33,EUR,0,1,SIEMENS,,,,,
3VJ9218-0AN21,Right Aux Switch (3VJ11 & 12),SINOVA MCCB ACCESSORIES,6.56,EUR,0,1,SIEMENS,,,,,
3VJ9417-0AN21,Right Aux Switch (3VJ13 & 14),SINOVA MCCB ACCESSORIES,7.33,EUR,0,1,SIEMENS,,,,,
3VJ9018-0AA11,Left Alarm Switch (3VJ10),SINOVA MCCB ACCESSORIES,6.2,EUR,0,1,SIEMENS,,,,,
3VJ9118-0AA11,Left Alarm Switch (3VJ11),SINOVA MCCB ACCESSORIES,6.56,EUR,0,1,SIEMENS,,,,,
3VJ9218-0AA11,Left Alarm Switch (3VJ12),SINOVA MCCB ACCESSORIES,6.56,EUR,0,1,SIEMENS,,,,,
3VJ9417-0AA21,Left Alarm Switch (3VJ13 & 14),SINOVA MCCB ACCESSORIES,7.33,EUR,0,1,SIEMENS,,,,,
3VJ9118-0AA21,Right Alarm Switch (3VJ11),SINOVA MCCB ACCESSORIES,6.56,EUR,0,1,SIEMENS,,,,,
3VJ9218-0AA21,Right Alarm Switch (3VJ12),SINOVA MCCB ACCESSORIES,6.56,EUR,0,1,SIEMENS,,,,,
3VJ9417-0AA21,Right Alarm Switch (3VJ13 & 14),SINOVA MCCB ACCESSORIES,7.33,EUR,0,1,SIEMENS,,,,,
3VJ9018-0AD11,Left Aux + Alarm Switch (3VJ10),SINOVA MCCB ACCESSORIES,12.39,EUR,0,1,SIEMENS,,,,,
3VJ9118-0AD11,Left Aux + Alarm Switch (3VJ11),SINOVA MCCB ACCESSORIES,13.16,EUR,0,1,SIEMENS,,,,,
3VJ9218-0AD11,Left Aux + Alarm Switch (3VJ12),SINOVA MCCB ACCESSORIES,13.16,EUR,0,1,SIEMENS,,,,,
3VJ9417-0AD11,Left Aux + Alarm Switch (3VJ12 & 13),SINOVA MCCB ACCESSORIES,14.56,EUR,0,1,SIEMENS,,,,,
3VJ9118-0AD21,Right Aux + Alarm Switch (3VJ11),SINOVA MCCB ACCESSORIES,13.16,EUR,0,1,SIEMENS,,,,,
3VJ9218-0AD21,Right Aux + Alarm Switch (3VJ12),SINOVA MCCB ACCESSORIES,13.16,EUR,0,1,SIEMENS,,,,,
